Logical_quotient_rating,i_get_stressed_out_easily,coding_skills_rating,public_speaking_points,i_am_always_prepared,i_follow_a_schedule,i_am_quick_to_understand_things,i_am_full_of_ideas,i_start_conversations,do_you_like_sports,entrepreneurial_mindset,tendency_to_worry,self_learning_capability,Extra_courses_did,Taken_inputs_from_seniors_or_elders,reading_and _writing_skills,memory_capability_score,interested_career_area ,Type_of_company_want_to_settle_in,Interested_Type_of_Books,Non_Technical_or_Technical,hard_smart_worker,worked_in_teams_ever,Introvert,Suggested_Job_Role
0,2,1,9,0,8,5,4,1,no,yes,no,yes,no,no,poor,medium,Business process analyst,product development,Health,Non Technical,smart worker,yes,yes,Software Engineer
8,4,0,2,4,7,8,2,9,no,yes,no,no,no,no,poor,excellent,cloud computing,SAaS services,Action and Adventure,Non Technical,smart worker,yes,no,Software Engineer
1,8,7,3,3,1,1,0,6,no,yes,no,yes,no,yes,excellent,medium,system developer,product development,Series,Technical,hard worker,yes,no,Software Engineer
0,8,0,2,2,8,2,8,9,no,no,no,no,yes,yes,medium,excellent,testing,Service Based,Anthology,Non Technical,smart worker,no,yes,Software Engineer
7,3,6,6,6,4,3,2,9,no,yes,no,no,no,no,excellent,poor,testing,Product based,Horror,Non Technical,hard worker,yes,yes,Software Engineer
8,9,7,2,8,2,7,9,5,yes,yes,no,yes,yes,no,medium,medium,security,Cloud Services,Horror,Technical,smart worker,no,no,Software Engineer
5,0,2,3,7,7,6,0,4,no,yes,no,yes,no,yes,poor,poor,developer,Sales and Marketing,Autobiographies,Non Technical,hard worker,no,no,Software Engineer
4,4,9,8,8,3,6,8,5,no,no,yes,no,yes,yes,medium,excellent,Business process analyst,SAaS services,Diaries,Technical,smart worker,yes,no,Software Engineer
4,5,3,6,0,5,8,5,3,yes,yes,no,yes,no,yes,excellent,poor,testing,SAaS services,Childrens,Non Technical,smart worker,yes,no,Software Engineer
6,3,8,1,1,8,1,5,8,no,no,no,yes,yes,yes,excellent,medium,Business process analyst,BPA,Journals,Technical,hard worker,yes,yes,Software Engineer
9,3,6,8,0,4,6,5,0,yes,no,yes,yes,no,no,excellent,poor,cloud computing,Product based,Poetry,Technical,smart worker,no,yes,Software Engineer
2,4,5,3,7,2,5,5,8,no,no,yes,yes,yes,yes,excellent,medium,system developer,product development,Horror,Non Technical,smart worker,no,yes,Software Engineer
6,5,5,4,7,1,1,9,6,no,no,no,yes,yes,yes,medium,excellent,testing,BPA,Science,Non Technical,hard worker,yes,yes,Software Engineer
2,6,6,7,3,5,0,3,3,yes,yes,yes,yes,no,no,excellent,poor,security,Sales and Marketing,Health,Technical,hard worker,no,no,Software Engineer
4,4,2,1,5,3,0,9,6,yes,no,no,no,no,yes,poor,excellent,testing,BPA,Anthology,Non Technical,hard worker,yes,no,Software Engineer
1,7,5,0,9,1,5,0,8,no,yes,yes,yes,yes,no,excellent,poor,testing,product development,Biographies,Non Technical,hard worker,no,no,Software Engineer
6,6,6,9,9,2,2,4,8,no,yes,no,no,no,yes,poor,poor,Business process analyst,Testing and Maintainance Services,Health,Non Technical,smart worker,no,no,Software Engineer
6,3,9,2,4,2,0,1,3,no,no,yes,no,no,yes,medium,excellent,security,Cloud Services,Biographies,Technical,smart worker,yes,no,Software Engineer
8,1,2,5,9,7,3,7,5,no,no,no,yes,no,yes,excellent,excellent,system developer,Sales and Marketing,Diaries,Technical,hard worker,yes,yes,Software Engineer
8,9,0,2,7,3,8,0,4,yes,no,yes,yes,yes,no,medium,excellent,security,Web Services,Guide,Non Technical,smart worker,no,no,Software Engineer
5,3,8,4,3,1,4,6,5,yes,yes,yes,yes,no,no,excellent,medium,testing,Web Services,Drama,Non Technical,hard worker,yes,no,Software Engineer
3,4,2,6,6,2,1,0,3,yes,no,no,no,yes,yes,poor,medium,Business process analyst,BPA,Diaries,Non Technical,smart worker,no,yes,Software Engineer
4,2,7,9,5,2,5,1,8,no,yes,yes,no,no,no,poor,poor,system developer,Sales and Marketing,Journals,Technical,smart worker,no,no,Software Engineer
4,3,1,3,1,3,2,6,1,no,no,no,no,no,no,poor,medium,Business process analyst,Sales and Marketing,Self help,Technical,hard worker,no,yes,Software Engineer
7,3,3,7,6,1,1,0,6,yes,yes,no,no,no,no,poor,excellent,developer,Cloud Services,History,Non Technical,smart worker,yes,no,Software Engineer
1,8,8,8,3,1,1,2,5,yes,no,no,yes,no,no,poor,excellent,cloud computing,Testing and Maintainance Services,Cookbooks,Non Technical,smart worker,no,no,Software Engineer
8,9,1,2,3,8,4,7,6,no,yes,yes,yes,yes,no,poor,excellent,system developer,Cloud Services,Math,Non Technical,smart worker,no,no,Software Engineer
2,4,9,0,2,1,3,9,8,yes,yes,no,yes,no,yes,poor,poor,security,SAaS services,Science,Technical,hard worker,yes,yes,Software Engineer
5,5,0,9,5,4,0,3,7,yes,yes,no,no,yes,no,medium,poor,developer,BPA,Health,Non Technical,smart worker,yes,yes,Software Engineer
2,3,7,8,6,8,6,5,2,no,no,no,no,yes,yes,excellent,medium,developer,Web Services,Science fiction,Technical,hard worker,yes,no,Software Engineer
0,9,1,2,5,9,2,0,5,yes,yes,yes,yes,yes,no,medium,medium,system developer,Sales and Marketing,Self help,Non Technical,smart worker,yes,no,Software Engineer
1,6,9,6,5,5,7,5,3,yes,no,yes,no,no,no,poor,poor,security,Sales and Marketing,Poetry,Non Technical,smart worker,yes,yes,Software Engineer
9,4,8,6,2,2,6,2,4,yes,no,yes,no,no,yes,excellent,excellent,developer,product development,Horror,Technical,hard worker,yes,no,Software Engineer
3,4,9,8,0,7,2,5,0,yes,no,yes,no,no,yes,poor,medium,cloud computing,Finance,Comics,Technical,hard worker,no,yes,Software Engineer
6,6,5,1,9,2,9,5,5,yes,no,yes,yes,yes,yes,excellent,excellent,cloud computing,Product based,Guide,Technical,smart worker,no,no,Software Engineer
6,5,6,2,1,7,0,5,1,yes,yes,no,no,no,yes,poor,medium,cloud computing,Product based,Childrens,Technical,hard worker,yes,yes,Software Engineer
6,4,1,4,3,0,8,6,3,yes,yes,yes,no,yes,yes,poor,excellent,testing,Cloud Services,History,Technical,hard worker,yes,yes,Software Engineer
0,1,6,3,9,2,9,9,1,no,yes,no,yes,no,yes,medium,poor,security,Web Services,Horror,Technical,smart worker,no,yes,Software Engineer
3,7,5,1,0,0,7,9,0,yes,yes,no,no,no,yes,medium,excellent,testing,Product based,Satire,Non Technical,smart worker,yes,yes,Software Engineer
4,1,7,6,6,6,0,7,3,yes,yes,yes,yes,no,yes,medium,excellent,Business process analyst,product development,Science,Non Technical,hard worker,no,no,Software Engineer
7,9,7,5,2,2,3,4,7,no,no,yes,no,no,yes,poor,excellent,testing,BPA,Autobiographies,Non Technical,hard worker,no,no,Software Engineer
8,1,9,3,4,9,8,8,7,yes,yes,yes,yes,yes,yes,poor,excellent,developer,Cloud Services,Travel,Non Technical,smart worker,no,no,Software Engineer
8,9,8,6,4,5,8,2,4,yes,yes,yes,no,yes,yes,medium,excellent,testing,Testing and Maintainance Services,Self help,Non Technical,smart worker,yes,yes,Software Engineer
3,2,5,2,6,4,4,6,9,yes,yes,no,yes,yes,yes,poor,poor,security,Testing and Maintainance Services,Anthology,Non Technical,hard worker,no,yes,Software Engineer
7,4,8,0,4,7,8,3,5,no,no,no,no,yes,no,poor,poor,developer,Finance,Self help,Non Technical,hard worker,yes,yes,Software Engineer
9,4,4,4,0,8,0,4,2,no,no,no,no,yes,no,excellent,poor,testing,SAaS services,Poetry,Non Technical,smart worker,yes,no,Software Engineer
3,6,4,2,6,3,3,6,1,no,no,no,no,yes,yes,medium,medium,developer,product development,Guide,Technical,hard worker,no,yes,Software Engineer
8,0,4,4,3,2,1,2,5,no,no,no,no,no,no,excellent,excellent,system developer,SAaS services,Diaries,Non Technical,hard worker,yes,yes,Software Engineer
5,1,6,5,3,7,0,6,3,no,yes,no,yes,no,no,medium,medium,security,BPA,Prayer books,Non Technical,smart worker,no,yes,Software Engineer
1,2,7,8,9,1,0,9,5,no,yes,yes,yes,yes,yes,poor,poor,security,Testing and Maintainance Services,Guide,Technical,hard worker,yes,yes,Software Engineer
8,0,2,1,2,9,8,5,7,no,yes,no,no,no,yes,poor,poor,security,Cloud Services,Diaries,Non Technical,smart worker,yes,yes,Software Engineer
1,4,2,8,9,0,6,8,4,yes,yes,yes,no,no,no,poor,poor,security,product development,Autobiographies,Non Technical,hard worker,yes,no,Software Engineer
7,3,2,6,7,8,2,5,5,no,no,no,yes,yes,yes,poor,excellent,testing,Sales and Marketing,Drama,Technical,hard worker,no,yes,Software Engineer
4,7,4,0,0,5,6,9,8,no,no,yes,yes,yes,yes,medium,medium,system developer,Product based,Series,Technical,hard worker,yes,yes,Software Engineer
9,7,3,9,8,5,6,2,7,yes,no,yes,yes,yes,yes,poor,medium,testing,Sales and Marketing,Health,Non Technical,smart worker,yes,yes,Software Engineer
7,2,0,2,8,2,3,7,1,no,no,yes,yes,no,yes,poor,excellent,cloud computing,Service Based,Health,Technical,hard worker,no,yes,Software Engineer
6,1,6,9,5,9,8,4,1,no,no,yes,no,no,no,medium,excellent,testing,Testing and Maintainance Services,Health,Non Technical,smart worker,yes,no,Software Engineer
0,0,2,7,0,3,6,4,7,yes,no,yes,no,yes,yes,poor,medium,cloud computing,Service Based,Autobiographies,Technical,smart worker,yes,yes,Software Engineer
5,5,7,5,6,9,8,1,2,no,no,no,no,yes,no,medium,poor,developer,Web Services,Satire,Technical,smart worker,yes,no,Software Engineer
0,9,0,3,1,1,7,1,9,yes,no,no,no,yes,yes,medium,excellent,Business process analyst,Testing and Maintainance Services,History,Technical,hard worker,no,yes,Software Engineer
8,5,6,7,1,9,2,6,5,yes,no,no,no,no,yes,poor,excellent,cloud computing,product development,Diaries,Non Technical,smart worker,no,yes,Software Engineer
5,1,0,2,7,3,4,7,9,yes,yes,yes,yes,yes,yes,medium,medium,Business process analyst,Cloud Services,Horror,Technical,hard worker,no,no,Software Engineer
4,6,2,4,6,8,3,5,3,yes,no,no,yes,no,no,medium,poor,Business process analyst,Finance,Art,Technical,smart worker,yes,no,Software Engineer
1,8,9,6,3,7,6,7,1,yes,no,yes,no,no,yes,excellent,excellent,cloud computing,Service Based,Guide,Technical,smart worker,yes,yes,Software Engineer
5,6,9,7,1,7,2,0,6,no,no,yes,no,no,no,poor,excellent,system developer,SAaS services,Romance,Technical,hard worker,yes,no,Software Engineer
2,8,2,2,1,3,2,1,3,no,no,no,no,yes,yes,medium,poor,developer,Web Services,Art,Technical,smart worker,no,no,Software Engineer
8,5,1,9,6,0,8,5,2,no,no,no,yes,no,yes,medium,poor,cloud computing,SAaS services,Science,Non Technical,hard worker,yes,no,Software Engineer
0,8,8,9,0,0,6,2,0,no,yes,yes,yes,no,yes,medium,medium,security,Web Services,Encyclopedias,Non Technical,hard worker,no,no,Software Engineer
7,9,0,9,9,8,7,4,8,no,yes,no,no,yes,yes,poor,medium,testing,Cloud Services,Encyclopedias,Non Technical,hard worker,yes,yes,Software Engineer
9,8,8,6,1,5,4,7,6,no,no,yes,no,yes,no,excellent,excellent,security,BPA,Comics,Technical,smart worker,no,no,Software Engineer
2,4,4,0,6,0,5,2,2,no,no,no,yes,yes,yes,poor,excellent,developer,Finance,Childrens,Technical,smart worker,yes,no,Software Engineer
4,8,4,7,8,6,9,4,4,no,yes,no,yes,no,yes,poor,poor,security,Testing and Maintainance Services,Romance,Non Technical,smart worker,no,yes,Software Engineer
0,7,8,8,0,3,2,9,4,yes,yes,no,yes,yes,yes,excellent,excellent,security,Sales and Marketing,Health,Technical,smart worker,no,no,Software Engineer
6,2,8,8,9,0,6,6,7,no,no,yes,yes,no,yes,poor,excellent,system developer,SAaS services,Cookbooks,Non Technical,smart worker,yes,yes,Software Engineer
8,5,5,7,9,1,5,1,2,yes,yes,no,yes,yes,yes,poor,excellent,developer,Sales and Marketing,Travel,Non Technical,smart worker,yes,yes,Software Engineer
2,8,6,7,8,3,2,4,6,no,yes,no,yes,yes,no,excellent,poor,testing,Product based,Trilogy,Technical,hard worker,yes,yes,Software Engineer
1,6,6,3,1,1,1,3,7,no,yes,no,yes,yes,yes,medium,excellent,testing,Testing and Maintainance Services,Self help,Non Technical,hard worker,no,no,Software Engineer
5,0,8,7,5,9,1,5,6,no,no,no,yes,no,no,poor,poor,system developer,Service Based,Self help,Technical,hard worker,no,yes,Software Engineer
1,3,0,0,2,5,2,8,8,yes,no,yes,no,yes,yes,excellent,medium,system developer,BPA,Travel,Technical,hard worker,yes,no,Software Engineer
9,1,6,0,6,1,0,0,2,no,yes,no,yes,yes,yes,medium,poor,Business process analyst,Cloud Services,History,Non Technical,hard worker,yes,yes,Software Engineer
2,0,8,0,6,7,8,2,0,yes,no,no,no,no,no,medium,excellent,cloud computing,Cloud Services,Guide,Technical,hard worker,no,yes,Software Engineer
4,4,0,9,5,3,6,7,2,yes,no,no,yes,no,no,excellent,poor,cloud computing,Web Services,Satire,Technical,smart worker,no,no,Software Engineer
4,1,9,8,2,4,5,4,4,yes,no,yes,no,yes,yes,medium,excellent,testing,product development,Religion-Spirituality,Non Technical,hard worker,yes,no,Software Engineer
4,6,5,7,5,6,8,4,0,no,yes,yes,yes,no,yes,excellent,poor,cloud computing,product development,Travel,Non Technical,smart worker,no,yes,Software Engineer
1,4,8,7,3,6,3,1,4,no,no,yes,yes,yes,yes,poor,poor,cloud computing,Service Based,Mystery,Non Technical,hard worker,yes,no,Software Engineer
1,1,2,2,1,3,7,0,3,yes,no,no,no,no,yes,excellent,medium,developer,product development,Guide,Non Technical,hard worker,no,yes,Software Engineer
6,2,7,7,2,4,7,2,9,no,yes,no,no,no,yes,poor,medium,Business process analyst,SAaS services,Art,Technical,smart worker,no,yes,Software Engineer
2,4,2,8,6,1,7,3,6,yes,yes,yes,no,no,yes,excellent,poor,system developer,BPA,Comics,Non Technical,smart worker,no,no,Software Engineer
5,3,1,6,0,9,3,3,6,yes,no,no,yes,no,yes,medium,excellent,cloud computing,Cloud Services,Trilogy,Non Technical,smart worker,yes,yes,Software Engineer
3,0,9,0,4,4,6,5,8,no,no,no,yes,no,no,excellent,excellent,developer,Testing and Maintainance Services,Journals,Technical,hard worker,no,no,Software Engineer
5,1,6,0,1,8,2,4,6,no,no,yes,no,yes,no,poor,excellent,security,Product based,Guide,Technical,hard worker,yes,no,Software Engineer
6,9,5,9,9,2,8,3,9,no,yes,no,no,yes,yes,excellent,excellent,system developer,Testing and Maintainance Services,Science,Technical,hard worker,yes,yes,Software Engineer
2,0,7,4,8,3,9,4,1,no,yes,yes,yes,yes,yes,poor,excellent,security,Web Services,Anthology,Non Technical,hard worker,no,no,Software Engineer
5,8,5,3,3,7,0,3,6,no,yes,yes,no,no,no,medium,excellent,security,Web Services,Satire,Technical,hard worker,no,yes,Software Engineer
9,2,1,7,1,9,7,7,2,yes,no,yes,no,yes,yes,poor,medium,system developer,product development,Poetry,Technical,hard worker,no,no,Software Engineer
5,1,4,9,6,3,1,1,4,no,no,yes,yes,yes,yes,poor,medium,cloud computing,BPA,Travel,Technical,hard worker,no,yes,Software Engineer
5,4,1,0,6,0,8,8,5,yes,no,no,no,yes,no,medium,excellent,cloud computing,product development,Comics,Non Technical,hard worker,no,no,Software Engineer
0,5,0,0,8,2,0,8,1,no,yes,yes,no,no,no,medium,poor,cloud computing,Sales and Marketing,Diaries,Technical,smart worker,yes,no,Software Engineer
3,5,5,3,2,5,1,2,0,no,no,no,no,yes,no,medium,poor,testing,Web Services,Encyclopedias,Technical,hard worker,yes,yes,Software Engineer
4,2,3,0,5,0,2,6,1,yes,yes,yes,yes,no,yes,poor,excellent,testing,Finance,Horror,Technical,hard worker,yes,yes,Software Engineer
5,7,9,2,4,5,6,2,0,yes,no,no,yes,no,yes,medium,medium,Business process analyst,product development,Travel,Non Technical,smart worker,no,no,Software Engineer
7,9,7,0,0,2,7,9,4,yes,yes,no,yes,no,no,medium,poor,system developer,Product based,Art,Non Technical,hard worker,yes,yes,Software Engineer
5,0,6,9,3,1,7,9,6,yes,yes,no,yes,yes,no,excellent,medium,developer,Sales and Marketing,Encyclopedias,Non Technical,smart worker,yes,no,Software Engineer
8,1,4,2,4,4,8,3,1,yes,yes,yes,no,no,yes,medium,excellent,cloud computing,Service Based,Action and Adventure,Non Technical,smart worker,yes,yes,Software Engineer
5,9,7,5,4,9,6,3,9,no,no,yes,yes,no,no,excellent,medium,testing,SAaS services,Action and Adventure,Non Technical,hard worker,no,yes,Software Engineer
9,4,9,3,7,3,9,4,4,yes,no,yes,yes,yes,yes,poor,poor,security,BPA,Guide,Non Technical,hard worker,no,yes,Software Engineer
1,7,1,6,2,4,3,9,2,yes,no,no,no,no,yes,poor,medium,security,Cloud Services,Science fiction,Technical,smart worker,yes,no,Software Engineer
2,6,1,3,3,0,6,5,8,no,no,no,yes,no,yes,poor,excellent,cloud computing,BPA,Action and Adventure,Technical,smart worker,no,no,Software Engineer
1,5,6,4,0,7,8,5,7,yes,yes,no,yes,yes,no,poor,medium,Business process analyst,BPA,Math,Non Technical,smart worker,no,yes,Software Engineer
6,1,5,4,1,5,4,8,6,yes,no,no,yes,yes,yes,poor,poor,cloud computing,Product based,Math,Non Technical,smart worker,no,no,Software Engineer
8,1,7,6,0,7,1,7,8,no,no,no,yes,no,no,excellent,excellent,developer,Sales and Marketing,Fantasy,Non Technical,smart worker,yes,yes,Software Engineer
8,4,3,5,2,6,1,8,4,no,yes,yes,yes,yes,no,medium,excellent,cloud computing,BPA,Childrens,Technical,smart worker,no,yes,Software Engineer
0,7,7,4,9,7,1,6,8,yes,no,yes,no,no,no,medium,excellent,Business process analyst,Testing and Maintainance Services,Journals,Technical,smart worker,no,yes,Software Engineer
7,5,5,8,7,6,5,5,3,no,yes,yes,no,no,yes,medium,medium,security,Testing and Maintainance Services,History,Non Technical,smart worker,no,yes,Software Engineer
6,6,0,6,3,5,6,8,6,yes,no,no,yes,no,yes,poor,poor,developer,Product based,Science,Technical,smart worker,yes,no,Software Engineer
5,8,8,1,1,7,6,2,6,no,yes,no,no,yes,no,poor,medium,developer,Service Based,Action and Adventure,Non Technical,smart worker,no,no,Software Engineer
6,2,3,0,6,7,9,2,6,no,yes,yes,yes,no,yes,excellent,poor,cloud computing,Finance,Autobiographies,Technical,smart worker,yes,no,Software Engineer
2,8,1,2,3,5,6,7,7,no,no,yes,yes,no,no,medium,medium,Business process analyst,Testing and Maintainance Services,Diaries,Non Technical,smart worker,yes,no,Software Engineer
6,3,7,0,2,4,5,6,5,no,yes,yes,yes,yes,yes,poor,medium,cloud computing,Product based,Biographies,Technical,hard worker,no,yes,Software Engineer
1,3,3,7,2,5,1,5,9,no,no,yes,no,no,no,medium,poor,security,product development,Childrens,Non Technical,hard worker,yes,yes,Software Engineer
7,5,0,7,6,2,9,3,9,yes,yes,no,no,yes,yes,excellent,excellent,cloud computing,Finance,Cookbooks,Technical,smart worker,yes,no,Software Engineer
5,0,5,7,3,5,3,7,7,yes,no,yes,no,no,no,excellent,excellent,developer,Testing and Maintainance Services,Guide,Non Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
3,3,0,4,9,3,2,1,6,yes,yes,no,yes,no,yes,excellent,poor,testing,SAaS services,Prayer books,Non Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
4,2,7,4,4,8,5,2,6,no,no,no,no,no,no,poor,poor,developer,SAaS services,Biographies,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
7,2,6,3,5,9,4,9,2,no,yes,no,yes,no,yes,excellent,poor,Business process analyst,Sales and Marketing,Dictionaries,Non Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
7,3,7,0,1,6,4,8,0,yes,no,no,yes,no,yes,medium,excellent,testing,Product based,Encyclopedias,Non Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
3,8,6,8,2,1,9,8,4,yes,no,yes,yes,no,yes,excellent,poor,security,Testing and Maintainance Services,Cookbooks,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
0,4,2,3,9,1,4,9,0,yes,no,no,yes,yes,yes,medium,excellent,testing,Cloud Services,Science,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
1,7,7,7,1,0,5,5,4,no,yes,no,no,no,yes,excellent,medium,Business process analyst,Cloud Services,Dictionaries,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
3,2,7,5,4,2,4,7,3,yes,yes,yes,no,no,yes,excellent,poor,system developer,product development,Horror,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
4,4,2,7,5,7,5,0,3,no,no,yes,yes,yes,yes,excellent,medium,testing,Sales and Marketing,History,Non Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
4,6,6,2,5,9,3,0,1,no,no,yes,yes,yes,yes,medium,medium,testing,Product based,Romance,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
6,9,2,3,3,9,4,3,1,no,no,no,no,yes,no,excellent,excellent,system developer,Finance,Religion-Spirituality,Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
9,8,9,5,5,5,8,6,5,no,yes,yes,no,no,yes,poor,poor,Business process analyst,Finance,Self help,Non Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
6,1,2,9,3,2,0,0,2,no,no,no,no,no,no,excellent,excellent,testing,Sales and Marketing,Romance,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
0,0,0,9,8,0,8,2,2,no,no,no,no,no,no,medium,poor,security,Sales and Marketing,Satire,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
3,2,9,7,4,8,7,3,7,no,yes,no,yes,no,no,poor,medium,testing,product development,Prayer books,Non Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
3,2,3,9,1,2,1,0,8,no,yes,no,yes,no,no,medium,medium,system developer,SAaS services,Childrens,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
8,6,9,4,8,2,3,7,1,yes,yes,yes,no,yes,no,medium,excellent,system developer,Sales and Marketing,Horror,Non Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
7,4,9,0,0,5,2,2,3,yes,yes,no,yes,yes,no,poor,medium,Business process analyst,product development,Series,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
1,2,4,4,6,6,2,8,5,yes,no,no,yes,yes,yes,excellent,medium,security,product development,Travel,Non Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
9,6,1,4,5,0,2,9,8,no,no,no,yes,yes,no,medium,medium,security,Service Based,Mystery,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
9,2,7,0,8,5,0,1,1,yes,no,yes,yes,no,yes,medium,excellent,testing,Web Services,Autobiographies,Non Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
2,6,6,1,2,0,1,0,4,no,yes,no,no,no,no,poor,poor,system developer,Sales and Marketing,Mystery,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
7,1,4,2,4,5,8,2,0,no,no,no,yes,no,yes,medium,medium,cloud computing,Cloud Services,Biographies,Non Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
0,0,0,6,8,7,9,2,9,no,yes,yes,no,yes,no,poor,poor,Business process analyst,BPA,Health,Non Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
4,7,6,4,8,4,8,3,3,yes,no,yes,yes,yes,yes,medium,medium,system developer,Sales and Marketing,Cookbooks,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
8,0,9,9,2,6,5,0,1,yes,no,yes,yes,no,yes,excellent,excellent,system developer,Web Services,Religion-Spirituality,Non Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
8,1,9,1,3,9,7,2,0,yes,yes,no,no,no,yes,excellent,medium,Business process analyst,Service Based,Comics,Non Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
2,2,2,4,9,6,6,6,1,yes,yes,yes,no,no,yes,medium,poor,developer,Finance,Encyclopedias,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
0,8,8,0,5,7,3,6,7,yes,no,yes,no,yes,no,medium,medium,Business process analyst,product development,Biographies,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
8,6,1,9,2,4,9,2,8,no,no,no,no,no,yes,poor,poor,security,Web Services,Science,Non Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
3,6,0,3,2,6,7,0,6,no,yes,yes,yes,yes,yes,medium,medium,cloud computing,Finance,Trilogy,Technical,hard worker,yes,no,Software Quality Assurance (QA) / Testing
7,2,7,2,5,7,0,1,1,yes,no,no,yes,yes,yes,medium,excellent,developer,BPA,Autobiographies,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
3,5,1,3,9,7,0,5,9,yes,no,yes,yes,yes,no,poor,medium,security,Testing and Maintainance Services,Travel,Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
2,2,9,3,8,4,2,4,7,yes,yes,no,yes,yes,yes,poor,poor,testing,Service Based,Cookbooks,Technical,hard worker,no,yes,Software Quality Assurance (QA) / Testing
7,0,8,8,5,8,5,4,0,yes,no,no,yes,no,no,excellent,medium,cloud computing,Testing and Maintainance Services,Romance,Non Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
3,9,6,7,1,8,1,0,8,yes,yes,no,yes,no,no,medium,poor,system developer,Finance,Prayer books,Non Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
9,5,9,1,5,8,1,4,3,no,yes,no,yes,no,yes,poor,medium,security,Testing and Maintainance Services,Series,Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
1,6,9,4,9,9,5,5,3,no,yes,yes,yes,yes,no,medium,excellent,testing,BPA,Comics,Non Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
8,5,7,7,9,7,9,4,9,yes,no,no,no,yes,no,poor,medium,cloud computing,Service Based,Fantasy,Non Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
9,5,7,8,0,6,6,0,2,yes,no,yes,yes,no,no,medium,medium,Business process analyst,Web Services,Art,Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
2,9,6,1,8,5,5,0,6,yes,no,yes,no,yes,no,excellent,poor,Business process analyst,Cloud Services,Self help,Non Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
3,2,3,8,5,4,6,3,7,yes,no,no,yes,yes,no,medium,excellent,testing,Product based,Self help,Non Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
1,5,8,6,7,8,8,1,0,no,yes,no,no,yes,yes,medium,excellent,cloud computing,Web Services,Prayer books,Non Technical,smart worker,no,no,Software Quality Assurance (QA) / Testing
0,3,8,5,6,4,4,1,6,no,yes,yes,no,yes,yes,medium,excellent,testing,BPA,Science fiction,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
3,8,5,2,4,6,2,6,0,no,yes,no,yes,yes,yes,excellent,poor,testing,product development,Horror,Non Technical,hard worker,no,no,Software Quality Assurance (QA) / Testing
3,7,7,6,2,0,5,5,2,yes,no,no,no,no,no,excellent,medium,developer,product development,Series,Non Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
4,2,3,3,1,0,0,6,4,yes,no,no,no,yes,yes,poor,excellent,Business process analyst,BPA,Romance,Technical,smart worker,yes,no,Software Quality Assurance (QA) / Testing
9,4,8,0,2,1,6,9,3,yes,no,yes,yes,no,yes,medium,poor,testing,BPA,Horror,Non Technical,smart worker,yes,yes,Software Quality Assurance (QA) / Testing
7,7,3,0,5,2,9,5,9,no,yes,no,no,no,yes,poor,medium,system developer,Web Services,Science fiction,Technical,hard worker,yes,yes,Software Quality Assurance (QA) / Testing
1,6,9,5,7,2,2,3,0,no,no,yes,no,yes,yes,excellent,poor,Business process analyst,Service Based,Dictionaries,Non Technical,smart worker,no,yes,Software Quality Assurance (QA) / Testing
