,Logical_quotient_rating,i_get_stressed_out_easily,coding_skills_rating,public_speaking_points,i_am_always_prepared,i_follow_a_schedule,i_am_quick_to_understand_things,i_am_full_of_ideas,i_start_conversations,do_you_like_sports,entrepreneurial_mindset,tendency_to_worry,self_learning_capability,Extra_courses_did,Taken_inputs_from_seniors_or_elders,reading_and_writing_skills,memory_capability_score,worked_in_teams_ever,Introvert,Suggested_Job_Role,B_hard worker,B_smart worker
4044,5,0,5,7,3,5,3,7,7,1,0,1,0,0,0,2,2,0,1,Database Developer,0,1
4045,3,3,0,4,9,3,2,1,6,1,1,0,1,0,1,2,0,0,0,Database Developer,1,0
4046,4,2,7,4,4,8,5,2,6,0,0,0,0,0,0,0,0,1,1,Database Developer,1,0
4047,7,2,6,3,5,9,4,9,2,0,1,0,1,0,1,2,0,0,0,Database Developer,0,1
4048,7,3,7,0,1,6,4,8,0,1,0,0,1,0,1,1,2,1,0,Database Developer,0,1
4049,3,8,6,8,2,1,9,8,4,1,0,1,1,0,1,2,0,1,1,Database Developer,0,1
4050,0,4,2,3,9,1,4,9,0,1,0,0,1,1,1,1,2,0,0,Database Developer,1,0
4051,1,7,7,7,1,0,5,5,4,0,1,0,0,0,1,2,1,1,1,Database Developer,1,0
4052,3,2,7,5,4,2,4,7,3,1,1,1,0,0,1,2,0,0,1,Database Developer,0,1
4053,4,4,2,7,5,7,5,0,3,0,0,1,1,1,1,2,1,1,1,Database Developer,0,1
4054,4,6,6,2,5,9,3,0,1,0,0,1,1,1,1,1,1,0,0,Database Developer,1,0
4055,6,9,2,3,3,9,4,3,1,0,0,0,0,1,0,2,2,1,1,Database Developer,0,1
4056,9,8,9,5,5,5,8,6,5,0,1,1,0,0,1,0,0,0,0,Database Developer,1,0
4057,6,1,2,9,3,2,0,0,2,0,0,0,0,0,0,2,2,0,1,Database Developer,0,1
4058,0,0,0,9,8,0,8,2,2,0,0,0,0,0,0,1,0,0,0,Database Developer,0,1
4059,3,2,9,7,4,8,7,3,7,0,1,0,1,0,0,0,1,1,1,Database Developer,0,1
4060,3,2,3,9,1,2,1,0,8,0,1,0,1,0,0,1,1,0,0,Database Developer,1,0
4061,8,6,9,4,8,2,3,7,1,1,1,1,0,1,0,1,2,1,1,Database Developer,0,1
4062,7,4,9,0,0,5,2,2,3,1,1,0,1,1,0,0,1,0,0,Database Developer,1,0
4063,1,2,4,4,6,6,2,8,5,1,0,0,1,1,1,2,1,1,0,Database Developer,1,0
4064,9,6,1,4,5,0,2,9,8,0,0,0,1,1,0,1,1,0,1,Database Developer,0,1
4065,9,2,7,0,8,5,0,1,1,1,0,1,1,0,1,1,2,0,1,Database Developer,1,0
4066,2,6,6,1,2,0,1,0,4,0,1,0,0,0,0,0,0,1,1,Database Developer,1,0
4067,7,1,4,2,4,5,8,2,0,0,0,0,1,0,1,1,1,1,0,Database Developer,1,0
4068,0,0,0,6,8,7,9,2,9,0,1,1,0,1,0,0,0,1,1,Database Developer,0,1
4069,4,7,6,4,8,4,8,3,3,1,0,1,1,1,1,1,1,0,0,Database Developer,0,1
4070,8,0,9,9,2,6,5,0,1,1,0,1,1,0,1,2,2,0,0,Database Developer,0,1
4071,8,1,9,1,3,9,7,2,0,1,1,0,0,0,1,2,1,0,0,Database Developer,1,0
4072,2,2,2,4,9,6,6,6,1,1,1,1,0,0,1,1,0,1,0,Database Developer,0,1
4073,0,8,8,0,5,7,3,6,7,1,0,1,0,1,0,1,1,0,1,Database Developer,0,1
4074,8,6,1,9,2,4,9,2,8,0,0,0,0,0,1,0,0,1,1,Database Developer,0,1
4075,3,6,0,3,2,6,7,0,6,0,1,1,1,1,1,1,1,1,0,Database Developer,1,0
4076,7,2,7,2,5,7,0,1,1,1,0,0,1,1,1,1,2,0,0,Database Developer,0,1
4077,3,5,1,3,9,7,0,5,9,1,0,1,1,1,0,0,1,0,1,Database Developer,0,1
4078,2,2,9,3,8,4,2,4,7,1,1,0,1,1,1,0,0,0,1,Database Developer,1,0
4079,7,0,8,8,5,8,5,4,0,1,0,0,1,0,0,2,1,0,1,Database Developer,0,1
4080,3,9,6,7,1,8,1,0,8,1,1,0,1,0,0,1,0,1,1,Database Developer,0,1
4081,9,5,9,1,5,8,1,4,3,0,1,0,1,0,1,0,1,0,0,Database Developer,0,1
4082,1,6,9,4,9,9,5,5,3,0,1,1,1,1,0,1,2,0,0,Database Developer,1,0
4083,8,5,7,7,9,7,9,4,9,1,0,0,0,1,0,0,1,1,1,Database Developer,1,0
4084,9,5,7,8,0,6,6,0,2,1,0,1,1,0,0,1,1,0,0,Database Developer,1,0
4085,2,9,6,1,8,5,5,0,6,1,0,1,0,1,0,2,0,0,0,Database Developer,0,1
4086,3,2,3,8,5,4,6,3,7,1,0,0,1,1,0,1,2,1,0,Database Developer,0,1
4087,1,5,8,6,7,8,8,1,0,0,1,0,0,1,1,1,2,0,0,Database Developer,0,1
4088,0,3,8,5,6,4,4,1,6,0,1,1,0,1,1,1,2,1,1,Database Developer,1,0
4089,3,8,5,2,4,6,2,6,0,0,1,0,1,1,1,2,0,0,0,Database Developer,1,0
4090,3,7,7,6,2,0,5,5,2,1,0,0,0,0,0,2,1,1,1,Database Developer,0,1
4091,4,2,3,3,1,0,0,6,4,1,0,0,0,1,1,0,2,1,0,Database Developer,0,1
4092,9,4,8,0,2,1,6,9,3,1,0,1,1,0,1,1,0,1,1,Database Developer,0,1
4093,7,7,3,0,5,2,9,5,9,0,1,0,0,0,1,0,1,1,1,Database Developer,1,0
4094,1,6,9,5,7,2,2,3,0,0,0,1,0,1,1,2,0,0,1,Database Developer,0,1
4095,5,0,2,5,2,1,9,6,8,1,1,0,0,0,0,2,0,1,1,Database Developer,0,1
4096,3,7,4,1,4,1,1,6,6,0,0,0,1,0,0,2,0,0,1,Database Developer,1,0
4097,5,4,4,1,0,2,7,1,1,0,1,1,0,1,1,2,0,1,0,Database Developer,0,1
4098,4,5,6,5,9,7,0,8,8,1,1,0,1,1,1,1,1,0,1,Database Developer,0,1
4099,9,2,6,7,4,8,3,3,0,0,0,0,0,1,0,0,1,0,0,Database Developer,1,0
4100,9,4,7,8,0,7,8,2,1,1,0,1,0,0,1,0,2,0,0,Database Developer,0,1
4101,0,0,1,3,1,3,1,1,5,1,1,1,0,0,0,2,0,0,1,Database Developer,1,0
4102,9,6,2,0,9,4,9,3,9,1,1,0,0,1,1,1,2,0,1,Database Developer,0,1
4103,7,3,0,0,8,3,0,3,6,0,0,0,0,1,0,1,2,1,0,Database Developer,0,1
4104,3,2,5,1,5,9,4,4,1,1,0,1,0,0,0,0,2,1,0,Database Developer,1,0
4105,3,3,7,0,6,1,8,3,9,1,0,0,0,0,0,0,2,1,0,Database Developer,0,1
4106,7,0,0,5,3,4,1,2,8,1,0,1,1,1,0,1,1,1,1,Database Developer,1,0
4107,3,9,8,1,3,7,4,1,6,0,1,0,1,1,1,2,0,1,0,Database Developer,1,0
4108,0,4,9,5,6,8,5,5,3,0,1,1,0,0,1,1,2,1,0,Database Developer,0,1
4109,6,3,5,4,0,2,3,1,3,0,0,0,0,1,0,0,0,1,0,Database Developer,1,0
4110,2,7,7,0,3,1,7,9,8,1,1,1,0,1,1,1,0,0,0,Database Developer,0,1
4111,0,3,2,1,9,4,1,9,2,1,1,0,1,0,1,2,1,0,0,Database Developer,0,1
4112,5,2,2,3,9,2,8,5,5,1,0,1,0,0,0,0,1,1,1,Database Developer,0,1
4113,2,4,5,8,6,4,8,4,9,0,1,1,0,1,1,1,2,0,1,Database Developer,1,0
4114,5,8,8,6,7,5,3,2,6,0,1,1,0,1,0,1,2,0,1,Database Developer,0,1
4115,0,8,4,8,6,4,6,4,6,0,0,1,1,0,0,2,1,1,1,Database Developer,0,1
4116,9,1,3,0,1,2,5,2,2,1,0,1,1,0,1,0,1,0,1,Database Developer,0,1
4117,6,7,1,6,4,3,0,1,7,0,1,0,0,1,0,0,2,0,1,Database Developer,1,0
4118,7,4,3,9,1,2,4,4,5,0,0,0,0,1,1,2,2,1,1,Database Developer,0,1
4119,8,7,8,0,5,6,6,0,3,0,1,0,1,1,1,0,1,0,1,Database Developer,1,0
4120,2,3,4,0,5,2,1,4,5,1,0,0,1,1,0,2,1,1,1,Database Developer,0,1
4121,0,5,4,0,3,8,5,4,2,1,0,1,1,1,0,1,1,1,1,Database Developer,0,1
4122,3,3,4,2,8,9,9,2,3,0,0,1,1,1,1,2,0,0,1,Database Developer,0,1
4123,8,8,7,1,9,4,4,1,0,1,1,0,0,1,0,2,1,1,0,Database Developer,1,0
4124,7,4,4,6,9,7,8,2,6,1,0,1,1,1,0,0,0,0,0,Database Developer,1,0
4125,9,1,8,3,2,4,1,3,6,0,0,0,1,1,1,0,0,1,1,Database Developer,0,1
4126,6,0,1,0,8,1,6,3,8,1,1,1,0,1,1,1,0,0,1,Database Developer,0,1
4127,9,9,7,4,9,1,8,6,1,0,1,1,0,1,0,0,1,1,0,Database Developer,0,1
4128,2,4,9,8,8,0,9,2,0,0,1,1,0,1,1,0,2,0,1,Database Developer,0,1
4129,9,7,9,7,5,6,7,4,4,0,1,1,0,1,0,2,0,0,0,Database Developer,1,0
4130,8,8,2,5,7,6,3,8,5,1,0,1,1,1,1,0,0,0,1,Database Developer,0,1
4131,6,4,2,2,9,4,8,0,7,1,0,0,0,1,0,2,0,1,0,Database Developer,0,1
4132,1,1,1,0,6,0,2,9,1,1,1,1,0,0,1,0,2,1,0,Database Developer,1,0
4133,1,4,4,9,9,8,2,2,9,1,1,1,0,1,1,1,0,1,1,Database Developer,0,1
4134,9,6,0,9,7,7,0,1,6,1,0,1,0,0,0,2,1,1,0,Database Developer,0,1
4135,2,6,7,5,2,3,7,2,7,0,0,1,0,0,0,2,1,0,1,Database Developer,0,1
4136,3,4,7,3,0,2,6,4,6,0,1,0,1,0,1,2,0,0,0,Database Developer,0,1
4137,9,6,4,8,0,4,2,4,4,1,0,0,1,1,0,1,2,0,1,Database Developer,1,0
4138,6,9,9,0,4,7,0,5,6,1,1,1,1,0,1,1,1,1,1,Database Developer,1,0
4139,8,7,3,3,1,7,4,2,6,0,1,1,1,1,0,1,2,0,1,Database Developer,1,0
4140,8,0,9,5,5,1,8,0,9,0,1,0,0,0,0,2,0,1,0,Database Developer,1,0
4141,8,4,6,3,9,0,5,2,8,0,1,0,0,0,0,1,1,1,0,Database Developer,0,1
4142,3,3,9,8,9,9,7,6,0,1,1,1,0,1,1,0,2,0,0,Database Developer,1,0
4143,8,8,7,3,1,7,0,9,1,0,1,1,1,1,1,2,1,0,0,Database Developer,0,1
4144,0,3,3,4,6,1,4,6,1,1,0,0,0,0,1,2,1,1,0,Database Developer,0,1
4145,3,6,4,4,7,6,6,4,4,1,0,0,1,0,0,1,2,0,1,Database Developer,0,1
4146,9,3,2,9,7,2,7,9,2,0,1,0,0,1,0,2,2,0,1,Database Developer,0,1
4147,5,3,7,0,4,7,8,0,5,1,0,1,0,0,1,1,0,0,0,Database Developer,1,0
4148,7,5,8,2,1,9,3,1,4,1,0,1,1,1,1,1,1,1,1,Database Developer,1,0
4149,3,4,8,0,5,8,1,3,6,1,0,0,1,1,0,1,0,0,0,Database Developer,1,0
4150,9,6,7,2,1,9,1,9,2,0,0,1,0,1,1,1,1,1,0,Database Developer,1,0
4151,7,4,8,5,7,1,2,4,2,0,0,1,0,0,1,1,1,0,0,Database Developer,1,0
4152,8,4,9,0,1,7,5,4,2,0,1,0,1,0,1,0,2,0,0,Database Developer,0,1
4153,5,4,5,5,5,1,5,6,7,0,1,0,0,0,0,1,1,0,1,Database Developer,0,1
4154,0,4,5,6,1,2,5,2,4,1,0,1,0,0,1,2,0,0,0,Database Developer,1,0
4155,4,6,7,9,5,8,1,0,0,1,0,1,1,1,1,2,0,1,0,Database Developer,0,1
4156,9,6,5,5,5,7,8,6,4,1,0,0,0,1,1,0,0,0,0,Database Developer,1,0
4157,8,7,7,5,2,0,3,3,0,1,1,1,1,1,1,1,0,0,0,Database Developer,0,1
4158,4,3,0,3,8,4,5,7,1,1,1,1,1,1,0,1,0,0,0,Database Developer,0,1
4159,3,4,2,7,2,6,5,3,9,0,1,0,1,1,1,0,0,1,1,Database Developer,1,0
4160,8,6,2,7,2,3,9,8,8,1,1,1,0,0,1,2,1,1,0,Database Developer,0,1
4161,8,5,8,8,0,1,2,8,5,0,1,0,0,1,0,0,1,0,1,Database Developer,1,0
4162,1,6,7,5,0,6,8,7,1,0,1,0,1,0,0,0,2,0,0,Database Developer,0,1
4163,2,6,8,7,3,3,1,1,6,1,1,1,1,1,1,2,2,0,1,Database Developer,1,0
4164,7,0,1,0,0,1,0,0,2,1,1,1,0,1,1,2,0,0,0,Database Developer,0,1
4165,3,7,4,4,7,5,3,1,8,0,1,1,0,0,1,1,1,1,1,Database Developer,0,1
4166,7,1,0,3,9,3,8,2,0,1,1,1,0,1,0,0,0,1,1,Database Developer,1,0
4167,5,2,8,1,9,0,7,3,4,0,0,0,1,1,0,2,2,1,0,Database Developer,1,0
4168,6,8,1,5,0,8,2,8,8,1,0,0,1,0,0,0,2,1,0,Database Developer,0,1
4169,8,4,7,1,6,0,6,0,6,1,1,1,0,0,1,0,1,1,1,Database Developer,1,0
4170,7,3,8,8,4,5,2,6,9,1,0,1,0,0,1,2,0,1,0,Database Developer,1,0
4171,1,5,8,0,6,4,9,9,1,1,0,0,0,0,0,2,2,1,1,Database Developer,0,1
4172,5,7,3,3,5,4,2,7,0,1,1,1,0,1,0,2,0,0,0,Database Developer,0,1
4173,8,2,1,9,6,6,2,0,5,1,1,0,0,1,0,2,2,0,0,Database Developer,0,1
4174,8,7,9,0,8,8,9,2,7,1,0,1,1,1,0,1,2,0,0,Database Developer,0,1
4175,5,7,8,6,2,1,8,6,9,1,1,1,1,0,1,1,2,0,1,Database Developer,1,0
4176,1,5,7,6,1,3,5,1,2,1,0,1,1,1,0,1,1,0,0,Database Developer,0,1
4177,2,8,1,6,0,4,7,3,3,1,1,1,0,1,1,2,1,0,0,Database Developer,1,0
4178,2,5,3,4,9,3,8,5,8,0,0,1,0,0,1,0,0,1,1,Database Developer,0,1
4179,6,5,9,7,2,3,1,4,7,1,0,0,1,1,1,1,2,0,1,Database Developer,1,0
4180,2,2,4,0,7,2,6,3,0,1,0,0,1,0,1,2,2,0,0,Database Developer,1,0
4181,2,8,4,5,0,4,8,0,8,0,1,0,1,1,1,0,2,0,0,Database Developer,0,1
4182,9,0,5,6,7,7,0,0,8,1,1,0,0,1,1,1,1,0,1,Database Developer,0,1
4183,5,2,0,1,1,7,7,7,6,0,1,0,0,1,0,1,0,1,1,Database Developer,1,0
4184,6,5,3,3,2,4,5,4,6,1,0,0,1,0,0,2,0,0,0,Database Developer,0,1
4185,6,7,5,0,6,4,0,3,2,1,0,0,1,0,1,1,2,1,0,Database Developer,0,1
4186,3,5,9,7,1,0,9,5,9,0,0,0,0,0,0,1,2,1,1,Database Developer,0,1
4187,8,2,4,0,4,9,4,9,1,1,0,0,0,0,0,2,2,1,1,Database Developer,0,1
4188,4,1,5,4,3,2,6,3,8,1,0,1,0,1,0,2,1,1,0,Database Developer,0,1
4189,7,8,4,0,7,2,9,9,0,0,1,0,0,0,0,1,0,1,0,Database Developer,0,1
4190,0,6,2,9,1,0,2,9,7,0,1,0,1,0,0,2,2,0,0,Database Developer,1,0
4191,3,9,8,5,2,7,7,2,0,0,1,1,0,0,0,0,0,1,1,Database Developer,1,0
4192,2,1,5,2,4,6,6,1,8,1,0,0,0,0,1,1,2,0,1,Database Developer,0,1
4193,6,4,9,8,5,3,2,5,2,0,0,0,0,1,0,2,1,1,1,Database Developer,0,1
4194,4,9,2,8,3,3,4,1,7,0,1,1,1,0,1,0,0,0,0,Database Developer,0,1
4195,6,4,5,5,5,5,8,6,3,0,1,0,1,1,1,2,1,1,1,Database Developer,1,0
4196,7,2,9,2,6,9,0,5,4,1,1,0,1,0,0,1,0,1,0,Database Developer,0,1
4197,3,2,6,1,9,9,6,4,2,1,0,0,0,1,0,0,1,1,1,Database Developer,1,0
4198,5,9,8,2,4,4,4,3,2,0,1,0,1,1,1,1,0,1,1,Database Developer,1,0
4199,1,1,7,8,5,7,1,8,2,0,1,0,1,0,0,0,1,0,1,Database Developer,0,1
4200,9,8,4,0,2,2,6,6,6,1,1,1,1,1,1,1,2,1,1,Database Developer,0,1
4201,6,3,3,5,7,1,9,5,2,1,0,0,1,0,0,2,2,0,1,Database Developer,0,1
4202,4,5,1,5,8,0,3,2,7,0,1,0,1,0,0,1,2,0,1,Database Developer,0,1
4203,4,8,2,7,5,4,9,2,0,0,0,0,0,1,0,1,1,1,0,Database Developer,0,1
4204,8,3,1,7,8,2,0,0,6,0,1,1,1,0,1,2,0,0,0,Database Developer,1,0
4205,5,1,0,0,3,6,0,6,7,1,1,1,1,0,0,0,1,0,1,Database Developer,1,0
4206,7,3,0,4,9,5,9,9,1,1,0,0,0,0,1,0,0,1,1,Database Developer,0,1
4207,7,0,6,4,1,7,7,4,7,1,1,1,1,1,1,0,2,0,1,Database Developer,1,0
4208,5,6,9,7,5,1,5,3,2,0,0,1,0,0,1,1,0,0,1,Database Developer,1,0
4209,3,4,1,9,3,8,8,6,8,1,1,1,0,0,1,2,2,1,0,Database Developer,0,1
4210,1,7,9,0,2,3,0,9,4,1,0,0,0,0,1,1,2,0,0,Database Developer,0,1
4211,8,2,6,2,3,7,3,5,5,0,1,1,0,1,1,1,2,0,0,Database Developer,1,0
4212,3,1,0,6,5,9,2,5,4,1,1,0,1,0,0,2,2,0,0,Database Developer,1,0
4213,7,2,5,6,0,1,5,6,0,0,1,0,0,0,1,1,2,1,1,Database Developer,1,0
4214,1,9,6,7,9,5,8,8,7,1,0,0,1,1,1,2,2,1,0,Database Developer,0,1
4215,9,2,7,1,8,4,2,9,4,1,1,1,0,0,1,1,0,1,0,Database Developer,0,1
4216,2,0,9,8,2,5,9,5,7,0,1,1,0,0,1,0,1,1,1,Database Developer,0,1
4217,3,9,2,1,7,0,5,0,2,0,0,0,0,1,1,1,1,1,1,Database Developer,1,0
4218,6,8,8,7,9,7,4,6,4,0,1,0,1,1,0,2,0,0,0,Database Developer,1,0
4219,2,4,8,5,4,7,1,0,5,0,1,0,1,0,0,1,1,0,0,Database Developer,0,1
4220,7,3,3,9,5,6,1,0,2,0,1,0,1,1,1,1,0,1,1,Database Developer,1,0
4221,2,0,3,3,5,8,7,7,9,1,0,1,1,0,0,0,2,1,0,Database Developer,1,0
4222,7,8,1,9,4,8,8,3,3,0,0,1,1,0,0,0,0,0,0,Database Developer,0,1
4223,4,0,3,9,9,5,1,8,6,0,1,1,0,1,1,2,2,1,0,Database Developer,1,0
4224,4,9,2,7,5,6,8,0,1,1,0,1,1,0,1,1,2,1,0,Database Developer,0,1
4225,4,4,9,1,3,9,4,5,0,1,0,0,0,1,1,0,0,1,0,Database Developer,0,1
4226,9,5,3,8,0,9,2,4,0,0,1,0,0,1,0,1,0,0,0,Database Developer,0,1
4227,3,3,1,5,5,6,3,1,8,1,1,1,0,1,1,2,2,1,1,Database Developer,0,1
4228,7,7,5,7,9,0,5,9,0,0,0,1,0,0,1,1,0,1,1,Database Developer,1,0
4229,1,2,7,3,6,1,6,8,9,1,0,0,0,1,0,0,2,0,0,Database Developer,1,0
4230,9,8,7,8,7,3,8,8,1,0,0,1,0,1,1,0,0,1,1,Database Developer,0,1
4231,9,5,9,8,4,6,5,1,3,1,0,0,1,0,0,2,1,0,1,Database Developer,0,1
4232,5,1,5,7,4,6,1,9,5,0,1,0,0,0,1,1,2,1,1,Database Developer,1,0
4233,1,9,1,7,8,1,2,2,0,0,1,1,1,0,1,1,2,0,1,Database Developer,0,1
4234,5,3,6,0,6,4,7,2,2,1,1,0,0,1,1,1,0,0,1,Database Developer,0,1
4235,3,7,9,5,6,7,6,7,9,0,0,0,1,1,0,2,1,0,0,Database Developer,0,1
4236,4,8,9,5,6,1,5,5,5,1,0,0,1,1,1,0,0,0,0,Database Developer,1,0
4237,1,2,8,8,6,2,9,0,5,0,1,1,0,1,1,1,0,0,1,Database Developer,1,0
4238,1,2,3,2,4,1,2,2,6,1,1,0,0,1,1,2,0,0,0,Database Developer,1,0
4239,3,9,9,9,4,6,0,5,4,1,1,1,0,1,1,2,1,1,0,Database Developer,1,0
4240,6,9,8,2,6,2,9,8,3,1,0,1,0,0,1,2,2,0,1,Database Developer,0,1
4241,1,4,8,9,2,5,8,9,1,0,1,1,0,0,0,0,1,0,1,Database Developer,1,0
4242,2,6,7,0,4,4,4,7,2,0,0,0,1,0,1,1,2,0,1,Database Developer,0,1
4243,5,5,7,3,5,1,3,3,6,1,0,1,1,0,0,1,0,0,1,Database Developer,0,1
4244,1,7,1,1,0,4,4,2,7,0,1,0,0,1,1,0,1,0,1,Database Developer,1,0
4245,1,3,7,5,5,5,6,5,4,0,1,1,0,0,0,0,1,0,1,Database Developer,1,0
4246,3,8,6,9,3,3,5,9,0,0,1,0,1,0,0,0,0,1,0,Database Developer,0,1
4247,4,7,2,4,0,8,1,0,4,0,1,1,0,0,0,2,1,0,1,Database Developer,1,0
4248,6,2,1,8,5,6,7,6,2,0,0,0,1,1,0,1,1,1,0,Database Developer,0,1
4249,1,5,1,7,3,0,8,7,6,0,1,1,0,1,0,1,0,1,0,Database Developer,0,1
4250,6,9,4,4,1,1,6,2,8,0,0,0,0,0,1,2,2,0,1,Database Developer,1,0
4251,2,0,2,9,7,3,5,0,2,1,1,0,0,0,1,2,1,1,1,Database Developer,1,0
4252,3,6,5,5,1,5,2,6,5,0,0,1,1,1,1,0,1,1,0,Database Developer,1,0
4253,0,2,1,3,7,9,6,5,9,1,1,1,1,1,0,0,1,1,1,Database Developer,1,0
4254,6,3,4,6,2,4,3,7,2,0,1,0,0,1,0,2,1,0,0,Database Developer,1,0
4255,5,7,4,2,6,7,4,5,4,1,0,0,0,0,0,1,2,1,1,Database Developer,1,0
4256,0,4,8,1,1,3,6,5,1,0,0,0,1,1,0,2,1,0,0,Database Developer,0,1
4257,2,5,7,5,6,1,8,0,4,0,0,1,1,0,0,0,0,1,0,Database Developer,0,1
4258,3,0,3,0,0,9,4,3,2,0,1,0,0,1,0,0,1,1,1,Database Developer,1,0
4259,9,2,6,3,7,1,4,5,9,0,1,0,1,0,1,0,2,0,0,Database Developer,0,1
4260,2,1,9,9,0,7,6,5,8,0,0,0,0,1,0,1,0,1,0,Database Developer,0,1
4261,1,4,3,7,8,0,0,9,4,1,1,1,0,1,0,0,1,0,1,Database Developer,1,0
4262,5,2,8,2,1,0,6,9,3,0,1,0,1,0,1,1,1,0,1,Database Developer,1,0
4263,3,8,8,4,3,8,6,2,5,0,0,1,1,1,1,1,0,1,0,Database Developer,0,1
4264,8,1,2,2,8,9,6,3,9,0,1,0,0,0,1,0,1,1,0,Database Developer,0,1
4265,0,4,6,1,5,1,8,0,3,1,1,0,0,0,0,2,0,0,1,Database Developer,0,1
4266,6,0,3,5,9,6,3,3,1,0,0,1,1,1,0,1,0,1,0,Database Developer,0,1
4267,8,2,0,2,9,9,0,8,9,1,0,1,0,0,0,2,1,0,1,Database Developer,0,1
4268,6,1,4,5,9,1,3,6,5,1,0,1,0,0,1,2,0,0,1,Database Developer,1,0
4269,6,6,3,9,4,9,0,9,5,1,1,0,0,0,0,0,1,1,0,Database Developer,1,0
4270,9,9,1,4,3,2,3,7,6,1,0,1,0,0,1,2,1,0,1,Database Developer,1,0
4271,8,4,9,2,2,6,3,9,4,0,1,1,1,1,0,0,1,0,1,Database Developer,1,0
4272,0,2,0,7,1,2,6,7,6,1,1,0,1,1,0,1,1,0,0,Database Developer,0,1
4273,2,6,5,2,1,9,0,7,5,0,0,1,1,1,0,0,2,0,0,Database Developer,0,1
4274,7,7,2,9,1,5,2,4,1,0,1,0,1,1,1,1,2,0,1,Database Developer,1,0
4275,6,6,8,3,1,8,2,5,9,0,1,0,1,0,1,1,2,0,0,Database Developer,1,0
4276,5,5,9,4,1,1,5,9,1,1,1,1,0,1,0,0,0,1,1,Database Developer,0,1
4277,4,4,8,3,6,5,6,5,6,0,1,1,0,0,1,0,0,1,0,Database Developer,1,0
4278,7,8,5,2,3,2,7,8,3,1,0,0,0,0,1,1,0,1,0,Database Developer,0,1
4279,8,8,6,0,9,3,6,9,2,0,0,1,1,1,1,1,2,0,0,Database Developer,1,0
4280,9,7,1,4,8,2,9,7,7,0,1,1,0,1,0,1,1,0,0,Database Developer,0,1
4281,8,7,8,0,6,4,0,2,5,0,1,0,0,0,1,2,0,0,1,Database Developer,1,0
4282,4,0,6,0,6,9,3,3,0,0,0,0,1,1,0,1,2,0,1,Database Developer,0,1
4283,0,5,8,4,9,2,0,4,9,1,1,0,0,1,0,1,1,0,0,Database Developer,1,0
4284,7,2,0,8,6,5,2,0,2,1,1,0,0,1,1,1,2,1,1,Database Developer,0,1
4285,2,7,9,5,5,8,5,8,2,1,0,0,1,1,1,2,0,1,0,Database Developer,0,1
4286,0,5,8,0,2,2,8,7,7,1,0,1,1,0,0,0,2,0,0,Database Developer,0,1
4287,4,9,9,5,9,6,6,8,9,1,0,1,0,1,1,0,1,0,0,Database Developer,0,1
4288,8,0,3,1,5,0,4,8,6,0,0,1,1,1,1,0,2,0,0,Database Developer,1,0
4289,1,2,4,0,1,0,4,5,9,0,1,1,1,0,0,2,0,0,1,Database Developer,0,1
4290,5,7,3,3,5,5,5,3,4,1,1,1,0,1,0,1,0,0,0,Database Developer,1,0
4291,9,0,3,0,3,9,6,3,9,0,0,0,0,0,0,1,0,1,1,Database Developer,1,0
4292,8,7,4,7,9,2,7,6,9,1,0,1,1,0,1,2,0,0,0,Database Developer,0,1
4293,2,8,2,7,6,6,2,2,2,1,1,0,1,1,0,1,0,1,1,Database Developer,0,1
4294,6,0,4,4,6,5,2,7,1,0,0,1,0,0,1,0,2,0,1,Database Developer,1,0
4295,0,8,1,8,2,3,1,7,3,1,1,0,0,0,1,1,1,0,0,Database Developer,1,0
4296,3,4,8,8,6,1,1,3,2,1,0,1,1,1,0,2,0,1,0,Database Developer,0,1
4297,8,5,5,2,1,9,5,5,2,1,1,0,1,0,0,0,2,1,0,Database Developer,1,0
4298,5,5,5,4,3,5,4,0,9,0,1,1,1,0,1,2,2,0,1,Database Developer,1,0
4299,9,2,6,7,2,3,3,0,4,1,1,1,1,1,1,1,0,1,1,Database Developer,0,1
4300,5,6,6,8,1,3,5,5,1,0,1,0,1,1,1,0,2,1,1,Database Developer,1,0
4301,9,1,3,3,3,7,3,9,2,0,1,0,0,1,1,1,2,0,1,Database Developer,0,1
4302,5,6,4,7,0,3,9,2,2,0,0,0,0,1,1,2,0,0,1,Database Developer,0,1
4303,9,7,2,5,5,2,3,2,2,1,0,0,0,1,1,2,2,0,1,Database Developer,0,1
4304,7,0,5,1,8,7,5,7,9,1,1,1,0,1,0,0,1,1,1,Database Developer,1,0
4305,2,4,3,7,7,9,1,8,5,1,1,0,0,1,0,0,0,1,1,Database Developer,1,0
4306,5,6,3,5,3,7,5,5,4,1,1,0,0,1,0,0,1,1,0,Database Developer,1,0
4307,2,4,6,5,9,1,9,5,5,1,1,0,1,1,0,0,0,0,0,Database Developer,1,0
4308,9,4,3,8,5,6,9,0,2,0,1,1,0,0,1,2,2,0,1,Database Developer,0,1
4309,3,1,2,2,6,0,8,9,3,0,1,0,1,1,1,1,0,1,1,Database Developer,1,0
4310,8,6,4,9,2,6,3,1,9,1,0,0,1,1,0,2,0,0,1,Database Developer,1,0
4311,0,2,7,9,3,1,1,4,6,1,1,0,1,0,0,1,1,0,1,Database Developer,0,1
4312,5,3,4,2,1,7,7,2,5,1,1,0,1,0,1,1,2,1,0,Database Developer,1,0
4313,5,6,6,2,7,5,3,0,6,1,0,1,1,1,1,0,0,0,0,Database Developer,0,1
