University,Course_Name,CAO Score,Budget,City,Interest,Job domain
Technological University of the Shannon,Bar Supervision - Athlone Campus (US632),275,3450,Athlone,Football,Finance 
Technological University of the Shannon,Biotechnology - Athlone Campus (US731),500,5000,Athlone,Singing,HR
Technological University of the Shannon,Biotechnology - Athlone Campus (US861),500,5600,Athlone,Chess,Management
Technological University of the Shannon,Business - Sport & Recreation - Athlone Campus (US613),450,5500,Athlone,Cricket,Support
Technological University of the Shannon,Business & Law - Athlone Campus (US848),475,5700,Athlone,Cricket,Law
Technological University of the Shannon,Business - Athlone Campus (US720),450,5600,Athlone,Football,IT
Technological University of the Shannon,Business - Athlone Campus (US611),450,4500,Athlone,Singing,Support
Technological University of the Shannon,Business - Athlone Campus (US840),450,3750,Athlone,Chess,Finance 
Technological University of the Shannon,Business - International Business - Athlone Campus (US853),475,5500,Athlone,Cricket,HR
Technological University of the Shannon,Computer Engineering - Athlone Campus (US714),525,6700,Athlone,Cricket,Management
Technological University of the Shannon,Computer Engineering for Network Infrastructure - Athlone Campus (US824),550,8750,Athlone,Football,Support
Technological University of the Shannon,Computer Engineering for Robotics - Athlone Campus (US716),550,8750,Athlone,Singing,Law
Technological University of the Shannon,Computer Engineering with Network Infrastructure - Athlone Campus (US711),550,8750,Athlone,Chess,IT
Technological University of the Shannon,Construction Management - Athlone Campus (US884),450,6500,Athlone,Cricket,Support
Technological University of the Shannon,Culinary Arts - Athlone Campus (US630),350,6500,Athlone,Cricket,Finance 
Technological University of the Shannon,Culinary Entrepreneurship - Athlone Campus (US930),375,3500,Athlone,Football,HR
Technological University of the Shannon,Dental Nursing - Athlone Campus (US661),575,8500,Athlone,Singing,Management
Technological University of the Shannon,Digital Marketing - Athlone Campus (US724),275,8500,Athlone,Chess,Support
Technological University of the Shannon,Digital Marketing - Athlone Campus (US844),275,7500,Athlone,Cricket,Law
Technological University of the Shannon,Early Years Care & Education - Athlone Campus (US926),250,7500,Athlone,Cricket,IT
Technological University of the Shannon,Early Years Care & Education - Athlone Campus (US780),250,7450,Athlone,Football,Support
Technological University of the Shannon,Engineering - Civil Engineering - Athlone Campus (US761),550,7450,Athlone,Singing,Finance 
Technological University of the Shannon,Engineering - Civil Engineering - Athlone Campus (US887),550,7450,Athlone,Chess,HR
Technological University of the Shannon,Engineering - Common Entry - Athlone Campus (US773),400,7450,Athlone,Cricket,Management
Technological University of the Shannon,Engineering - Mechanical & Polymer Engineering - Athlone Campus (US777),475,7450,Athlone,Cricket,Support
Technological University of the Shannon,Engineering - Mechanical & Polymer Engineering - Athlone Campus (US913),475,7450,Athlone,Football,Law
Technological University of the Shannon,Engineering - Mechanical Engineering - Athlone Campus (US910),465,7450,Athlone,Singing,IT
Technological University of the Shannon,Engineering - Mechanical Engineering - Athlone Campus (US770),465,7420,Athlone,Chess,Support
Technological University of the Shannon,Engineering - Mechanical Engineering with Energy - Athlone Campus (US912),465,7420,Athlone,Cricket,Finance 
Technological University of the Shannon,Engineering - Mechanical Engineering with Energy - Athlone Campus (US772),465,7420,Athlone,Cricket,HR
Technological University of the Shannon,Graphic & Digital Design - Athlone Campus (US803),401,7410,Athlone,Football,Management
Technological University of the Shannon,Graphic Design - Athlone Campus (US700),401,3500,Athlone,Singing,Support
Technological University of the Shannon,Hospitality Management - Athlone Campus (US932),350,3750,Athlone,Chess,Law
Technological University of the Shannon,Hotel & Leisure Management - Athlone Campus (US794),375,4500,Athlone,Cricket,IT
Technological University of the Shannon,Law - Athlone Campus (US850),575,8950,Athlone,Cricket,Support
Technological University of the Shannon,Microbiology - Athlone Campus (US862),580,8950,Athlone,Football,Finance 
Technological University of the Shannon,Music & Instrument Technology - Athlone Campus (US600),250,3650,Athlone,Singing,HR
Technological University of the Shannon,Music & Sound Engineering - Athlone Campus (US809),250,3560,Athlone,Chess,Management
Technological University of the Shannon,Music & Sound Engineering - Athlone Campus (US704),250,3560,Athlone,Cricket,Support
Technological University of the Shannon,Nursing - General Nursing - Athlone Campus (US877),565,3650,Athlone,Cricket,Law
Technological University of the Shannon,Nursing - Mental Health Nursing - Athlone Campus (US878),565,4250,Athlone,Football,IT
Technological University of the Shannon,Nutrition & Health Science - Athlone Campus (US950),565,4520,Athlone,Singing,Support
Technological University of the Shannon,Pharmacology - Athlone Campus (US865),575,4120,Athlone,Chess,Finance 
Technological University of the Shannon,Pharmacy Technician - Athlone Campus (US660),550,4210,Athlone,Cricket,HR
Technological University of the Shannon,Physical Activity & Health Science - Athlone Campus (US957),350,6540,Athlone,Cricket,Management
Technological University of the Shannon,Psychology - Applied Psychology - Athlone Campus (US925),375,6450,Athlone,Football,Support
Technological University of the Shannon,Quantity Surveying - Athlone Campus (US880),365,6500,Athlone,Singing,Law
Technological University of the Shannon,Science - Applied Science - Athlone Campus (US662),425,6300,Athlone,Chess,IT
Technological University of the Shannon,Science - Bioveterinary Science - Athlone Campus (US867),430,4500,Athlone,Cricket,Support
Technological University of the Shannon,Science - Exercise & Health Science - Athlone Campus (US788),375,5200,Athlone,Cricket,Finance 
Technological University of the Shannon,Science - Pharmaceutical Sciences - Athlone Campus (US866),365,5200,Athlone,Football,HR
Technological University of the Shannon,Science - Pharmaceutical Sciences - Drug Development & Analysis - Athlone Campus (US733),425,5200,Athlone,Singing,Management
Technological University of the Shannon,Social Care Practice - Athlone Campus (US921),400,5100,Athlone,Chess,Support
Technological University of the Shannon,Social Studies - Applied Social Studies in Social Care - Athlone Campus (US782),400,5320,Athlone,Cricket,Law
Technological University of the Shannon,Software Design for Mobile Apps & Connected Devices - Athlone Campus (US823),425,5120,Athlone,Cricket,IT
Technological University of the Shannon,Software Design for Mobile Apps & Connected Devices - Athlone Campus (US715),425,5120,Athlone,Football,Support
Technological University of the Shannon,Software Design for Virtual Reality & Gaming - Athlone Campus (US713),425,5120,Athlone,Singing,Finance 
Technological University of the Shannon,Software Design for Virtual Reality & Gaming - Athlone Campus (US821),425,5120,Athlone,Chess,HR
Technological University of the Shannon,Software Design in Artificial Intelligence for Cloud Computing - Athlone Campus (US822),425,5120,Athlone,Cricket,Management
Technological University of the Shannon,Software Design with Artificial Intelligence for Cloud Computing - Athlone Campus (US712),425,5120,Athlone,Cricket,Support
Technological University of the Shannon,Sports Management - Athlone Campus (US952),350,5120,Athlone,Football,Law
Technological University of the Shannon,Sports Science with Exercise Physiology - Athlone Campus (US951),430,5120,Athlone,Singing,IT
Technological University of the Shannon,Veterinary Nursing - Athlone Campus (US738),350,3450,Athlone,Chess,Support
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Business Studies & Accounting - Thurles Campus (MI009),375,4500,Tipperary,Cricket,IT
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Business Studies & Religious Studies - Thurles Campus (MI010),365,4250,Tipperary,Football,Support
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Gaeilge & Business Studies - Thurles Campus (MI012),425,4250,Tipperary,Singing,Finance 
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Gaeilge & Religious Studies - Thurles Campus (MI011),400,3500,Tipperary,Chess,HR
Mary Immaculate College,Education Home Economics & Business Studies - Thurles - Second Level Teaching (MI015),400,4520,Tipperary,Cricket,Management
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Mathematics & Business Studies - Thurles Campus (MI014),425,4250,Tipperary,Cricket,Support
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Mathematics & Gaeilge - Thurles Campus (MI013),425,4250,Tipperary,Football,Law
Setanta College,Strength & Conditioning (SC701),275,6500,Dublin,Singing,IT
Setanta College,Strength & Conditioning (SC801),275,6500,Dublin,Chess,Support
Setanta College,Strength & Conditioning (SC601),275,3500,Dublin,Cricket,IT
National College of Ireland,BSc (Honours) in Computing (NC003),270,4210,Dublin,Chess,Support
National College of Ireland,BA (Honours) in Business (NC009),300,3689,Dublin,Athletics ,Finance 
National College of Ireland,BA (Honours) in Marketing Practice (NC020),250,3489,Dublin,Automation,Law
National College of Ireland,BA (Honours) in Accounting and Finance (NC022),330,2240,Dublin,Cricket,IT
National College of Ireland,BA (Honours) in Psychology (NC010),400,2120,Dublin,Football,HR
National College of Ireland,BSc (Honours) in Data Science (NC025),260,5000,Dublin,Singing,Management
National College of Ireland,BA (Honours) in Early Childhood Education and Care (NC030),251,4500,Dublin,Chess,Support
Technological University Dublin (City),Bachelor of Science (Honours) in Accounting ,401,2500,Dublin,Football,HR
Technological University Dublin (City),Bachelor of Science (Honours) in Analytical Chemistry (Environmental Forensic and Pharmaceutical),402,2800,Dublin,Singing,Management
Technological University Dublin (City),Bachelor of Science (Honours) in Biomedical & Molecular Diagnostics,530,2900,Dublin,Chess,Support
Technological University Dublin (City),Bachelor of Science (Honours) in Business & Law,475,4210,Dublin,Athletics ,Finance 
Technological University Dublin (City),Bachelor of Science (Honours) in Chemical Sciences with Medicinal Chemistry,454,3689,Dublin,Automation,Law
Technological University Dublin (City),Bachelor of Science (Honours) in Computer Science,485,3489,Dublin,Cricket,IT
Technological University Dublin (City),Bachelor of Engineering (Honours) in Electrical & Electronic / Computer & Communications Engineering (Apply - Advanced Entry),530,2240,Dublin,Football,HR
Technological University Dublin (City),Bachelor of Science (Honours) in Electrical Services & Energy Management,318,2120,Dublin,Singing,Management
Technological University Dublin (City),Bachelor of Arts (Honours) in Game Design,468,5000,Dublin,Chess,Support
Technological University Dublin (City),Bachelor of Science (Honours) in International Hospitality Management,251,4500,Dublin,Athletics ,Finance 
Technological University Dublin (City),Bachelor of Science (Honours) in Biomedical Science,544,3500,Dublin,Automation,Law
Technological University Dublin (City),Bachelor of Science (Honours) in Physics Technology,307,6500,Dublin,Cricket,IT
Technological University Dublin (Tallaght),Bachelor of Business (Honours) in Accounting and Finance,255,7500,Dublin,Football,HR
Technological University Dublin (Tallaght),Bachelor of Arts (Honours) in Advertising and Marketing Communications ,209,7000,Dublin,Singing,Management
Technological University Dublin (Tallaght),Bachelor of Science (Honours) in Computing with Data Analytics,254,8000,Dublin,Chess,Support
Technological University Dublin (Tallaght),Higher Certificate in Business,180,5000,Dublin,Athletics ,Finance 
Technological University Dublin (Tallaght),Bachelor of Business in Marketing ,250,2500,Dublin,Automation,Law
Technological University Dublin (Tallaght),Bachelor of Science (Honours) in DNA and Forensic Science,462,2800,Dublin,Cricket,IT
Technological University Dublin (Tallaght), Bachelor of Arts (Hons) in Digital Marketing Technologies,227,2900,Dublin,Football,HR
Technological University Dublin (Tallaght),Bachelor of Engineering (Honours) in Electronic Engineering / Engineering Software,350,4210,Dublin,Singing,Management
Technological University Dublin (Tallaght), Bachelor of Business (Honours) International Business,337,3689,Dublin,Chess,Support
Technological University Dublin (Tallaght),Bachelor of Engineering (Honours) in Automation / Biomedical Design / Mechanical Engineering / Sustainable Energy Engineering,301,3489,Dublin,Athletics ,Finance 
Technological University Dublin (Tallaght),Bachelor of Science in Pharmaceutical Science,431,2240,Dublin,Automation,Law
Technological University Dublin (Blanchardstown),Bachelor of Business in Accounting and Finance,232,2120,Dublin,Cricket,IT
Technological University Dublin (Blanchardstown),Bachelor of Business (allowing later specialisation in Business or Business with a Language or Business with Information Technology),270,5000,Dublin,Football,HR
Technological University Dublin (Blanchardstown), Bachelor of Business (Honours) in Information Technology,265,4500,Dublin,Singing,Management
Technological University Dublin (Blanchardstown),Bachelor of Arts in Community and Youth Development,280,3500,Dublin,Chess,Support
Technological University Dublin (Blanchardstown),Bachelor of Engineering (Honours) in Computer Engineering in Mobile Systems,270,6500,Dublin,Athletics ,Finance 
Technological University Dublin (Blanchardstown),Bachelor of Science (Honours) in Computing in Digital Forensics & Cyber Security,285,7500,Dublin,Automation,Law
Technological University Dublin (Blanchardstown),Higher Certificate in Science in Computing in Networking Technologies,400,7000,Dublin,Cricket,IT
Technological University Dublin (Blanchardstown), Bachelor of Science (Honours) in Computing in Digital Forensics and Cyber Security,300,8000,Dublin,Football,HR
Technological University Dublin (Blanchardstown),"Bachelor of Science (Honours) in Design, Technology & Innovation",281,5000,Dublin,Singing,Management
Technological University Dublin (Blanchardstown),Bachelor of Business (allowing later specialisation in Business or Business with a Language or Business with Information Technology),270,6500,Dublin,Chess,Support
Technological University Dublin (Blanchardstown),Bachelor of Engineering (Honours) in Mechatronic Engineering,272,6500,Dublin,Athletics ,Finance 
Technological University Dublin (Blanchardstown), Bachelor of Science in Process Instrumentation & Automation,381,6750,Dublin,Automation,Law
Griffith College Dublin,Certificate in Animation,272,2500,Dublin,Cricket,IT
Griffith College Dublin,BA (Hons) in Audio and Music Technology,285,2800,Dublin,Football,HR
Griffith College Dublin,BSc (Hons) in Computing Science,300,2900,Dublin,Singing,Management
Griffith College Dublin,BA (Hons) in Counselling & Psychotherapy,350,4210,Dublin,Chess,Support
Griffith College Dublin,BA (Hons) in Graphic Communication Design,362,3689,Dublin,Athletics ,Finance 
Griffith College Dublin,Certificate in Intelligent Technologies in Procurement and Supply Chain 4.0,400,3489,Dublin,Automation,Law
Griffith College Dublin,Certificate in Industrial Manufacturing and Maintenance Skills,350,2240,Dublin,Cricket,IT
Griffith College Dublin,Bachelor of Engineering in Industrial and Systems Engineering (B.Eng.),400,2120,Dublin,Football,HR
Griffith College Dublin,BA (Hons) In Pharmaceutical Business Operations,385,5000,Dublin,Singing,Management
Griffith College Dublin,BA (Hons) in Music Production,350,4500,Dublin,Chess,Support
Griffith College Dublin,BA (Hons) in Procurement and Supply Chain Management,300,3500,Dublin,Athletics ,Finance 
South East Technological University,Bachelor of Business (Hons) (Common Entry) (SE402),310,2240,Carlow,Automation,Law
South East Technological University,Bachelor of Business (Honours) in Business Management (SE401),261,2120,Carlow,Cricket,IT
South East Technological University,Bachelor of Business Hons (Human Resource Management) (SE414),241,5000,Carlow,Football,HR
South East Technological University,Bachelor of Business (Honours) in International Business (SE401),261,4500,Carlow,Singing,Management
South East Technological University,Bachelor of Business Hons (Accounting) (SE407),329,3500,Carlow,Chess,Support
South East Technological University,Bachelor of Business Hons (Management) (SE414),214,6500,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Business Hons (Marketing) (SE401),272,7500,Carlow,Automation,Law
South East Technological University,Bachelor of Business (Hons) in Business Information Systems (BIS) (SE409),252,7000,Carlow,Cricket,IT
South East Technological University,Bachelor of Business (Honours) in Business with Law (SE403),267,8000,Carlow,Football,HR
South East Technological University,Bachelor of Business (Honours) in Finance and Accounting (SE401),261,5000,Carlow,Singing,Management
South East Technological University,Higher Certificate in Business with Law (SE421),251,3500,Carlow,Chess,Support
South East Technological University,Bachelor of Science (Honours) in Cybercrime and IT Security (SE606),338,6500,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Science in Cybercrime and IT Security (SE612),228,7500,Carlow,Automation,Law
South East Technological University,Bachelor of Science (Honours) in Computing in Interactive Digital Art and Design (SE608),320,7000,Carlow,Cricket,IT
South East Technological University,Bachelor of Science in Computing in Interactive Digital Art and Design (SE615),233,8000,Carlow,Football,HR
South East Technological University,Bachelor of Science (Honours) in Computer Games Development (SE607),326,5000,Carlow,Singing,Management
South East Technological University,Bachelor of Science (Honours) in Software Development (SE603),347,6500,Carlow,Chess,Support
South East Technological University,Bachelor of Science in Software Development (SE609),270,6500,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Science (Honours) in Information Technology Management (SE601),310,6750,Carlow,Automation,Law
South East Technological University,Bachelor of Science in Information Technology Management (SE614),251,2500,Carlow,Cricket,IT
South East Technological University,Higher Certificate Science in Computing (with Options in Applications or Programming) (SE616),225,2800,Carlow,Football,HR
South East Technological University,Bachelor of Science (Honours) Common Entry (SE500),256,2900,Carlow,Singing,Management
South East Technological University,Bachelor of Science (Honours) in Biosciences with Biopharmaceuticals (SE500),279,4210,Carlow,Chess,Support
South East Technological University,Bachelor of Science (Honours) in Pharmaceutics and Drug Formulation (SE500),279,3689,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Science (Honours) in Brewing and Distilling (SE521),317,3489,Carlow,Automation,Law
South East Technological University,Bachelor of Science in Biosciences (SE515),208,2240,Carlow,Cricket,IT
South East Technological University,Bachelor of Science in Analytical Science (SE513),270,2120,Carlow,Football,HR
South East Technological University,Higher Certificate Science in Applied Biology or Applied Chemistry (SE516),191,5000,Carlow,Singing,Management
South East Technological University,Higher Certificate in Science in Pharmacy Technician Studies (SE937),224,4500,Carlow,Chess,Support
South East Technological University,Bachelor of Engineering (Honours) in Electronic Systems (SE708),224,3500,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Engineering in Electronic Engineering (SE722),307,6500,Carlow,Automation,Law
South East Technological University,Bachelor of Science (Honours) in TV and Media Production (SE208),270,7500,Carlow,Cricket,IT
South East Technological University,Bachelor of Science in TV and Media Production (SE212),285,7000,Carlow,Football,HR
South East Technological University,Bachelor of Engineering in Aircraft Systems (SE729),327,8000,Carlow,Singing,Management
South East Technological University,Bachelor of Engineering (Honours) Agricultural Systems Engineering (SE732),200,5000,Carlow,Chess,Support
South East Technological University,Bachelor of Engineering Agricultural Systems Engineering (SE733),100,6500,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Engineering in Mechanical Engineering (SE724),338,6500,Carlow,Automation,Law
South East Technological University,Bachelor of Science in Pilot Studies (SE715),100,6750,Carlow,Cricket,IT
South East Technological University,Bachelor of Engineering (Honours) in Mechanical Engineering (SE711),379,2500,Carlow,Football,HR
South East Technological University,Bachelor of Engineering (Honours) in Aerospace Engineering (SE714),395,2800,Carlow,Singing,Management
South East Technological University,Bachelor of Science (Honours) in Sustainable Farm Management and Agribusiness (SE5030,246,2900,Carlow,Chess,Support
South East Technological University,Bachelor of Science (Honours) Organic Agriculture (SE517),100,4210,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Science Organic Agriculture (SE518),100,3689,Carlow,Automation,Law
South East Technological University,Bachelor of Science in Sustainable Farm Management and Agribusiness (SE509),164,3489,Carlow,Cricket,IT
South East Technological University,Bachelor of Education (Honours) in Early Childhood Education and Practice (SE912),260,2240,Carlow,Football,HR
South East Technological University,Bachelor of Education in Early Childhood Education and Practice (SE934),223,2120,Carlow,Singing,Management
South East Technological University,Bachelor of Arts (Honours) in Applied Social Studies in Professional Social Care (SE917),222,5000,Carlow,Chess,Support
South East Technological University,Bachelor of Business (Honours) Common Entry (SE402),310,4500,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Business (Honours) in Business (SE402),310,3500,Carlow,Automation,Law
South East Technological University,Bachelor of Business (Honours) in Digital Marketing (SE402),310,6500,Carlow,Cricket,IT
South East Technological University,Bachelor of Business Common Entry (Options in Business & Digital Marketing) (SE416),250,7500,Carlow,Football,HR
South East Technological University,Bachelor of Business in Business (SE416),250,7000,Carlow,Singing,Management
South East Technological University,Bachelor of Business in Digital Marketing (SE416),250,8000,Carlow,Chess,Support
South East Technological University,Higher Certificate in Business (XBS) (SE420),172,5000,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Science (Honours) in Tourism and Event Management (SE922),251,6500,Carlow,Automation,Law
South East Technological University,Bachelor of Science in Tourism and Event Management (SE925),223,6500,Carlow,Cricket,IT
South East Technological University,Bachelor of Arts (Honours) Visual Communications and Design (SE204),264,6750,Carlow,Football,HR
South East Technological University,Bachelor of Arts Visual Communications and Design (SE210),100,2500,Carlow,Singing,Management
South East Technological University,Bachelor of Arts (Honours) in Art (SE207),101,2800,Carlow,Chess,Support
South East Technological University,Bachelor of Arts in Art (SE211),102,2900,Carlow,Athletics ,Finance 
South East Technological University,Bachelor of Engineering (Honours) Agricultural Systems Engineering (SE732),103,4210,Carlow,Automation,Law
South East Technological University,Bachelor of Engineering Agricultural Systems Engineering (SE733),104,3689,Carlow,Cricket,IT
Technological University of the Shannon,"International Business
Bachelor of Business (Honours)(US853)",281,4210,Athlone,Football,HR
Technological University of the Shannon,"Business
Bachelor of Business(US720)",228,3689,Athlone,Singing,Management
Technological University of the Shannon,"Business
Bachelor of Business (Honours)(US840)",298,3489,Athlone,Chess,Support
Technological University of the Shannon,"Business and Law
Bachelor of Business (Honours)(US848)",900,2240,Athlone,Athletics ,Finance 
Technological University of the Shannon,"Digital Marketing
Bachelor of Business (Honours)(US844)",297,2120,Athlone,Automation,Law
Technological University of the Shannon,"Digital Marketing
Bachelor of Business(US724)",235,5000,Athlone,Cricket,IT
Technological University of the Shannon,"Civil Engineering
Bachelor of Engineering (Honours)(AL811)",256,4500,Athlone,Football,HR
Technological University of the Shannon,"Business
Higher Certificate in Business(US611)",272,3500,Athlone,Singing,Management
Technological University of the Shannon,"Business
Higher Diploma",233,6500,Athlone,Chess,Support
Technological University of the Shannon,"Early Years Care and Education
Bachelor of Arts (Honours)(AL864)",306,7500,Athlone,Athletics ,Finance 
Technological University of the Shannon,"Applied Psychology
Bachelor of Science (Honours)(AL870)",484,4210,Athlone,Automation,Law
Technological University of the Shannon,"BA (Hons) in Accounting with Finance
Bachelor of Arts (Honours)(US846)",310,3689,Athlone,Cricket,IT
Technological University of the Shannon,"BA (Hons) in Accounting with Finance and placement
Bachelor of Arts (Honours)(US847)",310,3489,Athlone,Football,HR
Technological University of the Shannon,"Hospitality Management (International Placement)
Bachelor of Arts (Honours)(AL855)",309,2240,Athlone,Singing,Management
Technological University of the Shannon,"Graphic & Digital Design
Bachelor of Arts (Honours)(AL863)",547,2120,Athlone,Chess,Support
Technological University of the Shannon,"Animation and Illustration
Bachelor of Arts (Honours)(AL861)",575,5000,Athlone,Athletics ,Finance 
Technological University of the Shannon,"Social Care Practice
Bachelor of Arts (Honours)(AL860)",301,4500,Athlone,Automation,Law
Technological University of the Shannon,"Applied Social Studies in Social Care
Bachelor of Arts(AL765)",300,3500,Athlone,Cricket,IT
Technological University of the Shannon,"Early Years Care and Education
Bachelor of Arts(AL764)",260,6500,Athlone,Football,HR
Technological University of the Shannon,"Graphic Design
Bachelor of Arts(AL763)",642,7500,Athlone,Singing,Management
Technological University of the Shannon,"B.B. Hons Sport Management (with international placement)
Bachelor of Business (Honours)(AL854)",300,6000,Athlone,Chess,Support
Technological University of the Shannon,"Bachelor of Engineering (Honours) in Mechanical & Polymer Engineering
Bachelor of Engineering(AL820)",327,7000,Athlone,Athletics ,Finance 
Technological University of the Shannon,"Automation & Robotics
Bachelor of Engineering(AL712)",247,8000,Athlone,Automation,Law
Technological University of the Shannon,"Civil Engineering
Bachelor of Engineering(US761)",242,9000,Athlone,Cricket,IT
Technological University of the Shannon,"Computer Engineering
Bachelor of Engineering(AL704)",210,10000,Athlone,Football,HR
Technological University of the Shannon,"Mechanical Engineering
Bachelor of Engineering(AL710)",243,6000,Athlone,Singing,Management
Technological University of the Shannon,"Bachelor of Engineering in Computer Engineering for Robotics
Bachelor of Engineering (US716)",325,7000,Athlone,Chess,Support
Technological University of the Shannon,"BSc(Hons) in Bioveterinary Science
Bachelor of Science (Honours)(AL842)",338,4210,Athlone,Athletics ,Finance 
Technological University of the Shannon,"Microbiology
Bachelor of Science (Honours)(AL839)",325,3689,Athlone,Automation,Law
Technological University of the Shannon,"Software Design with Virtual Reality and Gaming
Bachelor of Science (Honours)(AL801)",300,3489,Athlone,Cricket,IT
Munster Technological University,MT 750 BSc (Agriculture),425,8000,Cork,Cricket,IT
Munster Technological University,MT 774 BSc (Chemistry),550,5000,Cork,Football,HR
Munster Technological University,CR_SBIBI_7 BSc (Biological Sciences),535,6500,Cork,Singing,Management
Munster Technological University,MT 705 BSc (Information Technology),475,6500,Cork,Chess,Support
Munster Technological University,MT 747 Automotive Technology and Management (BSc) (Level 7),450,6750,Cork,Athletics ,Finance 
Munster Technological University,MT 766 Nautical Science (BSc) (Level 7),500,2500,Cork,Automation,Law
Munster Technological University,MT 770 Physical Sciences (Common Entry) Level 7 CR300,525,2800,Cork,Cricket,IT
Munster Technological University,MT 760 Interior Architecture (BSc) (Level 7),500,2900,Cork,Football,HR
Munster Technological University,CR_SFSTE_7 Food and Health Science (BSc Degree),350,4210,Cork,Singing,Management
Munster Technological University,MT 739 Biomedical Engineering (BEng) (Level 7),555,3689,Cork,Chess,Support
Munster Technological University,MT 765 Marine Electrotechnology (BEng),540,3489,Cork,Athletics ,Finance 
Munster Technological University,3D CAD & Solid Modelling - Cork Campus (CR_ECADM_6),327,3689,Cork,Cricket,Law
Munster Technological University,Accountants - Institute of Certified Public Accountants in Ireland - Cork Campus (CR_BCPAC_8),243,5000,Cork,Athletics ,Management
Munster Technological University,Accounting & Business - ACCA - Cork Campus (CR_BACCB_6),300,7500,Cork,Chess,IT
Griffith College Cork,Accounting & Finance (GC201),308,6000,Cork,Athletics ,IT
Munster Technological University,Accounting - Applied Accounting - Cork Campus (CR_BAACC_9),307,7000,Cork,Cricket,HR
Munster Technological University,Accounting - Cork Campus (CR_BACCE_8),309,8000,Cork,Football,Management
Munster Technological University,Accounting - Cork Campus (MT942),302,3689,Cork,Singing,Support
Munster Technological University,Agri-Biosciences - Cork Campus (MT879),325,6000,Cork,Chess,Support
Munster Technological University,Agriculture - Clonakilty / Cork Campus (MT750),310,8000,Cork,Cricket,Law
Munster Technological University,Analytical & Pharmaceutical Chemistry - Cork Campus (MT774),642,4500,Cork,Singing,Law
Munster Technological University,Analytical Chemistry with Quality Assurance - Cork Campus (MT874),300,3500,Cork,Chess,IT
NUI Galway ,Bachelor of Agricultural Science (GY322),451,2120,Galway ,Cricket,IT
NUI Galway ,Bachelor of Biomedical Engineering (GY408),566,2240,Galway ,Football,HR
NUI Galway ,Bachelor of Biomedical Science (GY303),589,2120,Galway ,Singing,Management
NUI Galway ,Bachelor of Biopharmaceutical Chemistry (GY318),554,5000,Galway ,Chess,Support
NUI Galway ,Bachelor of Biotechnology (GY304),485,4500,Galway ,Athletics ,Finance 
NUI Galway ,Bachelor of Civil Engineering (GY402),500,3500,Galway ,Cricket,Law
NUI Galway ,Bachelor of Computer Science and Information Technology (GY350),510,6500,Galway ,Football,IT
NUI Galway ,Bachelor of Earth and Ocean Sciences (GY350),403,7500,Galway ,Singing,IT
NUI Galway ,Bachelor of Electrical and Electronic Engineering (GY414),509,6000,Galway ,Chess,HR
NUI Galway ,Bachelor of Electronic and Computer Engineering (GY406),500,7000,Galway ,Athletics ,Management
NUI Galway ,Bachelor of Energy Systems Engineering (GY413),509,8000,Galway ,Cricket,Support
NUI Galway ,Bachelor of Engineering (Undenominated) (GY401),531,8000,Galway ,Football,Finance 
NUI Galway ,Bachelor of Environmental Health and Safety (GY313),402,3689,Galway ,Singing,Law
NUI Galway ,Bachelor of Environmental Science (GY308),512,3489,Galway ,Chess,IT
NUI Galway ,Bachelor of Financial Mathematics and Economics (GY309),510,2240,Galway ,Athletics ,HR
NUI Galway ,Bachelor of Genetics and Genomics (GY321),543,2120,Galway ,Cricket,Management
NUI Galway ,Bachelor of Marine Science (GY310),460,5000,Galway ,Football,Support
NUI Galway ,Bachelor of Mathematical Science (GY319),510,4500,Galway ,Cricket,Finance 
NUI Galway ,Bachelor of Mechanical Engineering (GY405),566,3500,Galway ,Football,Law
NUI Galway ,"Bachelor of Physics - degree options in Applied, Astrophysics, Biomedical, Climate, Theoretical (GY320)",410,3689,Galway ,Singing,IT
NUI Galway ,Bachelor of Project and Construction Management (GY410),520,3489,Galway ,Chess,IT
NUI Galway ,Bachelor of Science (Bachelor) (GY301),462,2240,Galway ,Athletics ,HR
Mayo Sligo Leitrim ETB,Adult Basic Education (48532),378,2240,Mayo,Cricket,IT
Mayo Teagasc Training Centre - Ballinrobe,Adult Green Cert - Part-time (5M20454 6S20487),256,2120,Mayo,Football,HR
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Agriculture (5M20454),215,5000,Mayo,Singing,Management
