University,Course Name,CAO opening rank,CAO closing rank,Budget,City,Interest,Job domain,
National Learning Network Mayo - Castlebar,Career Pathways (3M0935 4M0857),211,625,5000,Mayo,Cricket,Finance ,
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Cleanroom Operations (5N1921),247,625,3500,Mayo,Singing,IT,
Mayo College of FE & Training - Castlebar Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Computer Systems & Networks - Network Technician - Advanced (6M0695),242,625,6500,Mayo,Chess,HR,
Mayo College of FE & Training - Castlebar Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Computer Systems & Networks with Mobile Technologies - Network Technician (5M0536),210,625,7500,Mayo,Athletics ,Management,
Mayo College of FE & Training - Westport Campus and Mayo Sligo Leitrim ETB,Creative Application Ceramics (6N3445),338,625,2120,Mayo,Cricket,Law,
ATU - Mayo Campus and ATU - Atlantic Technological University,Culture & Environment - Castlebar Campus (AU591),325,625,5000,Mayo,Football,IT,
ATU - Mayo Campus and ATU - Atlantic Technological University,Cybersecurity Operations (GA_KCYGC_V09),462,625,4500,Mayo,Singing,HR,
ATU - Mayo Campus and ATU - Atlantic Technological University,Cybersecurity Risk & Compliance (GA_KCYGC_L08),300,625,3500,Mayo,Chess,Management,
ATU - Mayo Campus and ATU - Atlantic Technological University,Data Cybersecurity (GA_KDCGC_N07),186,625,3689,Mayo,Athletics ,Support,
ATU - Mayo Campus and ATU - Atlantic Technological University,Digital Media & Marketing (GA_BDMGC_V09),232,625,2240,Mayo,Football,Law,
Mayo College of FE & Training - Castlebar Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Disability Studies with SNA (5M4468),211,625,2120,Mayo,Cricket,IT,
ATU - Mayo Campus and ATU - Atlantic Technological University,Early Childhood Education & Care - Castlebar Campus (AU491),242,625,5000,Mayo,Cricket,Support,
ATU - Mayo Campus and ATU - Atlantic Technological University,Early Childhood Education & Care - Castlebar Campus (AU592),210,625,4500,Mayo,Football,Finance ,
ATU - Mayo Campus and ATU - Atlantic Technological University,Early Childhood Education & Care - Castlebar Campus (AU695),243,625,3500,Mayo,Singing,Law,
Mayo College of FE & Training - Castlebar Campus and Mayo Sligo Leitrim ETB and Mayo College of FE & Training,Early Learning & Care (5M21473),125,625,6500,Mayo,Chess,IT,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Accounting (LY_BACCT_M LY_BACCT_G),210,625,2240,Donegal,Cricket,HR,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Applied Computing Research (LY_KAPCR_M),338,625,2120,Donegal,Football,Management,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Big Data Analytics (LY_KDATA_M),325,625,5000,Donegal,Singing,Support,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Big Data Analytics & Artficial Intelligence (LY_KDAAI_M),462,625,4500,Donegal,Chess,Law,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Big Data Analytics and Artficial Intelligence - Research (LY_IAFIR_M),300,625,3500,Donegal,Athletics ,IT,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Business Strategy Research (LY_BSTRR_M),186,625,6500,Donegal,Football,HR,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Children & Families Hidden Harm (LL_NCFHH_C),232,625,7500,Donegal,Cricket,Management,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Cloud Technologies (LY_KCLGT_M),211,625,2240,Donegal,Cricket,Law,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Cloud Technologies - Structured Research (LY_KCLOR_M),242,625,2120,Donegal,Football,HR,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Computer Science Education Research (LY_KEDRS_M),210,625,5000,Donegal,Singing,Finance ,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Computer Systems Programming (JulyS6),243,625,4500,Donegal,Chess,IT,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Computing - Conversion Course (LY_KCOMP_G),125,625,3489,Donegal,Cricket,HR,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Computing - DevOps - Structured Research (LY_KDVPR_M),244,625,2120,Donegal,Football,Management,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Computing for Educators (LY_KEDUC_G),267,625,5000,Donegal,Singing,Law,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Computing in DevOps (LY_KDVOP_M),235,625,3500,Donegal,Chess,IT,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Contemporary Healthcare Management (111242),278,625,6500,Donegal,Athletics ,HR,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Counselling Studies (LY_NCOUN_G),279,625,7500,Donegal,Football,Management,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Cyberpsychology (LY_ICYPY_M),510,625,2120,Donegal,Cricket,Support,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Cyberpsychology Research (LY_ICYPR_M),190,625,6000,Donegal,Cricket,Law,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Cybersecurity (LY_KCYBS_M),278,625,7000,Donegal,Football,IT,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Cybersecurity Structured Research (LY_KCYBR_M),345,625,8000,Donegal,Singing,Support,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Database Development - Advanced (JulyS5),278,625,8000,Donegal,Chess,Finance ,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Digital Healthcare (LY_KHLTH_M),289,625,3689,Donegal,Cricket,Law,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Digital Healthcare - Structured Research (LY_KHLTR_M),312,625,3489,Donegal,Football,IT,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Finance & Technology - FinTech - Conversion Course (LY_BFINT_G),367,625,2240,Donegal,Singing,HR,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Food Product Innovation & Enterprise (LY_RFPIE_G),389,625,2120,Donegal,Chess,Management,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Governance Compliance & Data Protection in Financial Services (LY_HGOVE_M LY_HGCDP_G),541,625,5000,Donegal,Athletics ,Support,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Health & Social Care - Advancing Health & Social Care (LY_NHLSC_M LY_NHLSC_G),431,625,4500,Donegal,Football,Law,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Innovation & Leadership (LY_BINOL_M),520,625,3500,Donegal,Cricket,IT,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Innovation in FinTech (LY_BINFT_M),462,625,3689,Donegal,Cricket,HR,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Innovation in FinTech - Research (LY_BIFTR_M),300,625,3489,Donegal,Football,Management,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Leadership & Innovation in the Public Service (LY_BIMPS_M),325,625,2240,Donegal,Singing,Law,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Learning & Teaching (LY_HMALT_M),378,625,2120,Donegal,Chess,HR,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Mainframe Business Information Systems & Infrastructure (LY_BMFBI_G),256,625,2240,Donegal,Cricket,Finance ,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Marketing Practice (LY_BMARK_M LY_MARK_G),215,625,7500,Donegal,Football,IT,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Nursing - Professional Nursing (111252),357,625,6000,Donegal,Singing,HR,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Nursing - Professional Nursing (111251),450,625,7000,Donegal,Chess,Management,
ATU - Donegal Campuses,Professional Skills for High-Performance Sport (113553),433,625,8000,Donegal,Athletics ,Law,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Recognition of Prior Learning (LL_HREPL_C),244,625,3689,Donegal,Football,IT,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Six Sigma & Business Improvement (LY_BSSBI_G),267,625,3489,Donegal,Cricket,HR,
ATU - Donegal Campuses,Sport Performance Innovation (113552),235,625,2240,Donegal,Cricket,Management,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Sports Performance Practice (LY_HSPEF_M),278,625,2120,Donegal,Football,Support,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Sports Performance Practice Research (LY_HSPER_M),279,625,5000,Donegal,Singing,Law,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Strategy Enterprise & Innovation (LY_BSENI_M LY_BSENI_G),510,625,4500,Donegal,Chess,IT,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Therapeutic Interventions for Alcohol & Other Drugs (LY_NTIAD_M LY_NTIAD_G),190,625,3500,Donegal,Cricket,Support,
ATU - Donegal Campuses and ATU - Atlantic Technological University,Tourism Destination Marketing (LY_TTDMK_G),278,625,6500,Donegal,Football,Finance ,
ATU - Donegal Campuses and ATU - Atlantic Technological University,UX Design & Applied Innovation (LY_DUEAI_M L_DUEAR_M LY_DUEAI_G),345,625,7500,Donegal,Singing,Law,
ATU - Donegal Campuses and ATU - Atlantic Technological University,UX Design & Applied Innovation - Structured Research (LY_DUEAR_M),278,625,6000,Donegal,Chess,IT,
SETU - Waterford Campus and SETU - South East Technological University,Advanced Chromatographic Techniques (WD575),350,625,5000,Waterford,Cricket,IT,
SETU - Waterford Campus and SETU - South East Technological University,Advanced Drug Formulation Science (WD605),365,625,5000,Waterford,Football,HR,
SETU - Waterford Campus and SETU - South East Technological University,Advanced Facilitation Skills for Promoting Health & Well Being (WD591),400,625,3500,Waterford,Singing,Management,
SETU - Waterford Campus and SETU - South East Technological University,Advanced Materials Characterisation (WD577),421,625,4000,Waterford,Chess,Support,
SETU - Waterford Campus and SETU - South East Technological University,Advanced Spectroscopic Techniques (WD576),365,625,4500,Waterford,Cricket,Law,
SETU - Waterford Campus and SETU - South East Technological University,Applied Spirituality (WD590),375,625,4000,Waterford,Football,IT,
SETU - Waterford Campus and SETU - South East Technological University,Biopharmaceutical Analysis & Cell Culture (WD594),425,625,3500,Waterford,Singing,Support,
SETU - Waterford Campus and SETU - South East Technological University,Business - Economics & Finance Stream (WD507),450,625,5000,Waterford,Chess,Finance ,
SETU - Waterford Campus and SETU - South East Technological University,Business - Finance and Business Analytics (WD610),450,625,5000,Waterford,Cricket,Law,
SETU - Waterford Campus and SETU - South East Technological University,Business - Finance and Business Analytics (WD609),450,625,5000,Waterford,Football,IT,
SETU - Waterford Campus and SETU - South East Technological University,Business - Human Resource Management Stream (WD509),450,625,5500,Waterford,Singing,IT,
SETU - Waterford Campus and SETU - South East Technological University,Business - Internationalisation (WD502),425,625,6500,Waterford,Chess,HR,
SETU - Waterford Campus and SETU - South East Technological University,Business - Investment Fund Administration (WD611),465,625,6500,Waterford,Cricket,Management,
SETU - Waterford Campus and SETU - South East Technological University,Business - Management Stream (WD510),500,625,6500,Waterford,Football,Support,
SETU - Waterford Campus and SETU - South East Technological University,Business - Marketing Stream (WD506),350,625,6500,Waterford,Singing,Law,
SETU - Waterford Campus and SETU - South East Technological University,Business Administration - DBA (WD560),450,625,7500,Waterford,Chess,IT,
SETU - Waterford Campus and SETU - South East Technological University,Business Administration - Executive MBA (WD504),550,625,8000,Waterford,Cricket,Support,
SETU - Waterford Campus and SETU - South East Technological University,Cognitive Behaviour Therapy CBT & Motivational Interviewing MI for Practice (WD587),550,625,10000,Waterford,Football,Finance ,
SETU - Waterford Campus and SETU - South East Technological University,Computing - Enterprise Software Systems (WD571),500,625,7500,Waterford,Singing,Law,
SETU - Waterford Campus and SETU - South East Technological University,Computing - Information Systems Processes (WD516),450,625,7500,Waterford,Chess,IT,
SETU - Waterford Campus and SETU - South East Technological University,Construction Project Management (WD542 WD553),500,625,6500,Waterford,Cricket,IT,
SETU - Waterford Campus and SETU - South East Technological University,Digital Marketing Practice (BDMAP),375,625,5000,Waterford,Football,HR,
SETU - Waterford Campus and SETU - South East Technological University,Digital Marketing Practice (WD607),400,625,5000,Waterford,Singing,Management,
SETU - Waterford Campus and SETU - South East Technological University,Early Childhood Studies Care & Education (WD592),375,625,4500,Waterford,Chess,Support,
SETU - Waterford Campus and SETU - South East Technological University,Economics & Finance (WD608),365,625,4000,Waterford,Cricket,Law,
SETU - Waterford Campus and SETU - South East Technological University,Education - Management in Education (WD548),350,625,4500,Waterford,Football,IT,
SETU - Waterford Campus and SETU - South East Technological University,Education - Teaching and Learning in Higher Education (WD366),350,625,4500,Waterford,Singing,Support,
SETU - Waterford Campus and SETU - South East Technological University,Education - Teaching in Further Education (WD569),425,625,5000,Waterford,Chess,Finance ,
SETU - Waterford Campus and SETU - South East Technological University,Education - Teaching in Further Education (WD589),400,625,4500,Waterford,Cricket,Law,
SETU - Waterford Campus and SETU - South East Technological University,Education in Teaching & Learning (WD603),415,625,4500,Waterford,Football,IT,
SETU - Waterford Campus and SETU - South East Technological University,Engineering - Electronic Engineering (WD543 WD599),400,625,4500,Waterford,Singing,IT,
SETU - Waterford Campus and SETU - South East Technological University,Engineering - Innovative Technology Engineering (WD555 WD557),375,625,3500,Waterford,Chess,HR,
SETU - Waterford Campus and SETU - South East Technological University,Engineering - Sustainable Energy Engineering (WD554 WD556),350,625,5000,Waterford,Cricket,Management,
SETU - Waterford Campus and SETU - South East Technological University,Food Safety & Analytical Microbiology (WD585),365,625,5500,Waterford,Football,Support,
SETU - Waterford Campus and SETU - South East Technological University,International Regulatory Affairs (WD583),425,625,3500,Waterford,Singing,Law,
SETU - Waterford Campus and SETU - South East Technological University,Lean Enterprise Excellence (WD597),435,625,5000,Waterford,Chess,IT,
SETU - Waterford Campus and SETU - South East Technological University,Management (WD514),450,625,4500,Waterford,Cricket,Support,
SETU - Waterford Campus and SETU - South East Technological University,Management Development (WD596),400,625,4000,Waterford,Football,Finance ,
SETU - Waterford Campus and SETU - South East Technological University,Management for Healthcare Professionals (WD593),500,625,3500,Waterford,Singing,Law,
SETU - Waterford Campus and SETU - South East Technological University,Nursing (WD602),500,625,4000,Waterford,Chess,IT,
SETU - Waterford Campus and SETU - South East Technological University,Palliative Care for Healthcare Professionals (WD334),550,625,3500,Waterford,Cricket,IT,
SETU - Waterford Campus and SETU - South East Technological University,Project Management (WD600),365,625,4500,Waterford,Football,HR,
SETU - Waterford Campus and SETU - South East Technological University,Research Programmes (98671),400,625,4000,Waterford,Singing,Management,
SETU - Waterford Campus and SETU - South East Technological University,Respiratory Care Skills - Intellectual Disabilities (WD335),575,625,6500,Waterford,Chess,Support,
SETU - Waterford Campus and SETU - South East Technological University,Social Justice & Public Policy (WD595),365,625,2500,Waterford,Cricket,Law,
SETU - Waterford Campus and SETU - South East Technological University,Sport & Exercise Psychology - Applied (WD523),400,625,3500,Waterford,Football,IT,
SETU - Waterford Campus and SETU - South East Technological University,Statistics & Data Analysis (WD581),450,625,6500,Waterford,Singing,Support,
SETU - Waterford Campus and SETU - South East Technological University,Strategic Quality Management (WD580),475,625,5000,Waterford,Chess,Finance ,
SETU - Waterford Campus and SETU - South East Technological University,Television & Media Production / Telifís agus na Meáin (WD551),250,625,4500,Waterford,Cricket,Law,
SETU - Wexford Campus and SETU - South East Technological University,Agriculture - Organic Agriculture - Wexford Campus (SE518),400,625,3500,Wexford,Cricket,HR,
SETU - Wexford Campus and SETU - South East Technological University,Agriculture - Organic Agriculture - Wexford Campus (SE517),400,625,3500,Wexford,Football,Management,
SETU - Wexford Campus and SETU - South East Technological University,Art - Wexford - Hill Street Campus (SE207),375,625,2500,Wexford,Singing,Support,
SETU - Wexford Campus and SETU - South East Technological University,Art - Wexford - Hill Street Campus (SE211),375,625,2500,Wexford,Chess,Law,
SETU - Wexford Campus and SETU - South East Technological University,Business - Wexford Campus (SE402),350,625,5000,Wexford,Cricket,IT,
SETU - Wexford Campus and SETU - South East Technological University,Business - Wexford Campus (SE416),400,625,5000,Wexford,Cricket,Support,
SETU - Wexford Campus and SETU - South East Technological University,Early Childhood Education & Practice - Wexford Campus (SE934),450,625,4500,Wexford,Football,Finance ,
SETU - Wexford Campus and SETU - South East Technological University,Early Childhood Education & Practice - Wexford Campus (SE912),450,625,4500,Wexford,Singing,Law,
SETU - Wexford Campus and SETU - South East Technological University,Social Care - Applied Social Studies in Professional Social Care - Wexford Campus (SE917),350,625,4000,Wexford,Chess,HR,
SETU - Wexford Campus and SETU - South East Technological University,Sustainable Farm Management & Agribusiness - Wexford Campus (SE509),275,625,3750,Wexford,Cricket,Management,
SETU - Wexford Campus and SETU - South East Technological University,Sustainable Farm Management & Agribusiness - Wexford Campus (SE503),275,625,3750,Wexford,Cricket,Support,
SETU - Wexford Campus and SETU - South East Technological University,Tourism & Event Management - Wexford Campus (SE925),250,625,3750,Wexford,Football,Law,
SETU - Wexford Campus and SETU - South East Technological University,Tourism & Event Management - Wexford Campus (SE922),250,625,3750,Wexford,Singing,IT,
SETU - Wexford Campus and SETU - South East Technological University,Visual Communications & Design - Wexford Campus (SE204),325,625,4250,Wexford,Chess,Support,
SETU - Wexford Campus and SETU - South East Technological University,Visual Communications & Design - Wexford Campus (SE210),325,625,4250,Wexford,Cricket,Finance ,
Technological University of the Shannon,Accounting with Finance & Placement - Athlone Campus (US847),450,625,5000,Athlone,Cricket,HR,
Technological University of the Shannon,Accounting with Finance - Athlone Campus (US846),425,625,5000,Athlone,Football,Management,
Technological University of the Shannon,Animation & Illustration - Athlone Campus (US802),450,625,5600,Athlone,Singing,Support,
Technological University of the Shannon,Athletic & Rehabilitation Therapy - Athlone Campus (US956),425,625,6000,Athlone,Chess,Law,
Technological University of the Shannon,Automation & Robotics - Athlone Campus (US776),500,625,6000,Athlone,Cricket,IT,
Technological University of the Shannon,Automation & Robotics - Athlone Campus (US916),500,625,3500,Athlone,Cricket,Support,
Technological University of the Shannon,Bar Supervision - Athlone Campus (US632),275,625,3450,Athlone,Football,Finance ,
Technological University of the Shannon,Biotechnology - Athlone Campus (US731),500,625,5000,Athlone,Singing,HR,
Technological University of the Shannon,Biotechnology - Athlone Campus (US861),500,625,5600,Athlone,Chess,Management,
Technological University of the Shannon,Business - Sport & Recreation - Athlone Campus (US613),450,625,5500,Athlone,Cricket,Support,
Technological University of the Shannon,Business & Law - Athlone Campus (US848),475,625,5700,Athlone,Cricket,Law,
Technological University of the Shannon,Business - Athlone Campus (US720),450,625,5600,Athlone,Football,IT,
Technological University of the Shannon,Business - Athlone Campus (US611),450,625,4500,Athlone,Singing,Support,
Technological University of the Shannon,Business - Athlone Campus (US840),450,625,3750,Athlone,Chess,Finance ,
Technological University of the Shannon,Business - International Business - Athlone Campus (US853),475,625,5500,Athlone,Cricket,HR,
Technological University of the Shannon,Computer Engineering - Athlone Campus (US714),525,625,6700,Athlone,Cricket,Management,
Technological University of the Shannon,Computer Engineering for Network Infrastructure - Athlone Campus (US824),550,625,8750,Athlone,Football,Support,
Technological University of the Shannon,Computer Engineering for Robotics - Athlone Campus (US716),550,625,8750,Athlone,Singing,Law,
Technological University of the Shannon,Computer Engineering with Network Infrastructure - Athlone Campus (US711),550,625,8750,Athlone,Chess,IT,
Technological University of the Shannon,Construction Management - Athlone Campus (US884),450,625,6500,Athlone,Cricket,Support,
Technological University of the Shannon,Culinary Arts - Athlone Campus (US630),350,625,6500,Athlone,Cricket,Finance ,
Technological University of the Shannon,Culinary Entrepreneurship - Athlone Campus (US930),375,625,3500,Athlone,Football,HR,
Technological University of the Shannon,Dental Nursing - Athlone Campus (US661),575,625,8500,Athlone,Singing,Management,
Technological University of the Shannon,Digital Marketing - Athlone Campus (US724),275,625,8500,Athlone,Chess,Support,
Technological University of the Shannon,Digital Marketing - Athlone Campus (US844),275,625,7500,Athlone,Cricket,Law,
Technological University of the Shannon,Early Years Care & Education - Athlone Campus (US926),250,625,7500,Athlone,Cricket,IT,
Technological University of the Shannon,Early Years Care & Education - Athlone Campus (US780),250,625,7450,Athlone,Football,Support,
Technological University of the Shannon,Engineering - Civil Engineering - Athlone Campus (US761),550,625,7450,Athlone,Singing,Finance ,
Technological University of the Shannon,Engineering - Civil Engineering - Athlone Campus (US887),550,625,7450,Athlone,Chess,HR,
Technological University of the Shannon,Engineering - Common Entry - Athlone Campus (US773),400,625,7450,Athlone,Cricket,Management,
Technological University of the Shannon,Engineering - Mechanical & Polymer Engineering - Athlone Campus (US777),475,625,7450,Athlone,Cricket,Support,
Technological University of the Shannon,Engineering - Mechanical & Polymer Engineering - Athlone Campus (US913),475,625,7450,Athlone,Football,Law,
Technological University of the Shannon,Engineering - Mechanical Engineering - Athlone Campus (US910),465,625,7450,Athlone,Singing,IT,
Technological University of the Shannon,Engineering - Mechanical Engineering - Athlone Campus (US770),465,625,7420,Athlone,Chess,Support,
Technological University of the Shannon,Engineering - Mechanical Engineering with Energy - Athlone Campus (US912),465,625,7420,Athlone,Cricket,Finance ,
Technological University of the Shannon,Engineering - Mechanical Engineering with Energy - Athlone Campus (US772),465,625,7420,Athlone,Cricket,HR,
Technological University of the Shannon,Graphic & Digital Design - Athlone Campus (US803),401,625,7410,Athlone,Football,Management,
Technological University of the Shannon,Graphic Design - Athlone Campus (US700),401,625,3500,Athlone,Singing,Support,
Technological University of the Shannon,Hospitality Management - Athlone Campus (US932),350,625,3750,Athlone,Chess,Law,
Technological University of the Shannon,Hotel & Leisure Management - Athlone Campus (US794),375,625,4500,Athlone,Cricket,IT,
Technological University of the Shannon,Law - Athlone Campus (US850),575,625,8950,Athlone,Cricket,Support,
Technological University of the Shannon,Microbiology - Athlone Campus (US862),580,625,8950,Athlone,Football,Finance ,
Technological University of the Shannon,Music & Instrument Technology - Athlone Campus (US600),250,625,3650,Athlone,Singing,HR,
Technological University of the Shannon,Music & Sound Engineering - Athlone Campus (US809),250,625,3560,Athlone,Chess,Management,
Technological University of the Shannon,Music & Sound Engineering - Athlone Campus (US704),250,625,3560,Athlone,Cricket,Support,
Technological University of the Shannon,Nursing - General Nursing - Athlone Campus (US877),565,625,3650,Athlone,Cricket,Law,
Technological University of the Shannon,Nursing - Mental Health Nursing - Athlone Campus (US878),565,625,4250,Athlone,Football,IT,
Technological University of the Shannon,Nutrition & Health Science - Athlone Campus (US950),565,625,4520,Athlone,Singing,Support,
Technological University of the Shannon,Pharmacology - Athlone Campus (US865),575,625,4120,Athlone,Chess,Finance ,
Technological University of the Shannon,Pharmacy Technician - Athlone Campus (US660),550,625,4210,Athlone,Cricket,HR,
Technological University of the Shannon,Physical Activity & Health Science - Athlone Campus (US957),350,625,6540,Athlone,Cricket,Management,
Technological University of the Shannon,Psychology - Applied Psychology - Athlone Campus (US925),375,625,6450,Athlone,Football,Support,
Technological University of the Shannon,Quantity Surveying - Athlone Campus (US880),365,625,6500,Athlone,Singing,Law,
Technological University of the Shannon,Science - Applied Science - Athlone Campus (US662),425,625,6300,Athlone,Chess,IT,
Technological University of the Shannon,Science - Bioveterinary Science - Athlone Campus (US867),430,625,4500,Athlone,Cricket,Support,
Technological University of the Shannon,Science - Exercise & Health Science - Athlone Campus (US788),375,625,5200,Athlone,Cricket,Finance ,
Technological University of the Shannon,Science - Pharmaceutical Sciences - Athlone Campus (US866),365,625,5200,Athlone,Football,HR,
Technological University of the Shannon,Science - Pharmaceutical Sciences - Drug Development & Analysis - Athlone Campus (US733),425,625,5200,Athlone,Singing,Management,
Technological University of the Shannon,Social Care Practice - Athlone Campus (US921),400,625,5100,Athlone,Chess,Support,
Technological University of the Shannon,Social Studies - Applied Social Studies in Social Care - Athlone Campus (US782),400,625,5320,Athlone,Cricket,Law,
Technological University of the Shannon,Software Design for Mobile Apps & Connected Devices - Athlone Campus (US823),425,625,5120,Athlone,Cricket,IT,
Technological University of the Shannon,Software Design for Mobile Apps & Connected Devices - Athlone Campus (US715),425,625,5120,Athlone,Football,Support,
Technological University of the Shannon,Software Design for Virtual Reality & Gaming - Athlone Campus (US713),425,625,5120,Athlone,Singing,Finance ,
Technological University of the Shannon,Software Design for Virtual Reality & Gaming - Athlone Campus (US821),425,625,5120,Athlone,Chess,HR,
Technological University of the Shannon,Software Design in Artificial Intelligence for Cloud Computing - Athlone Campus (US822),425,625,5120,Athlone,Cricket,Management,
Technological University of the Shannon,Software Design with Artificial Intelligence for Cloud Computing - Athlone Campus (US712),425,625,5120,Athlone,Cricket,Support,
Technological University of the Shannon,Sports Management - Athlone Campus (US952),350,625,5120,Athlone,Football,Law,
Technological University of the Shannon,Sports Science with Exercise Physiology - Athlone Campus (US951),430,625,5120,Athlone,Singing,IT,
Technological University of the Shannon,Veterinary Nursing - Athlone Campus (US738),350,625,3450,Athlone,Chess,Support,
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Business Studies & Accounting - Thurles Campus (MI009),375,625,4500,Tipperary,Cricket,IT,
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Business Studies & Religious Studies - Thurles Campus (MI010),365,625,4250,Tipperary,Football,Support,
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Gaeilge & Business Studies - Thurles Campus (MI012),425,625,4250,Tipperary,Singing,Finance ,
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Gaeilge & Religious Studies - Thurles Campus (MI011),400,625,3500,Tipperary,Chess,HR,
Mary Immaculate College,Education Home Economics & Business Studies - Thurles - Second Level Teaching (MI015),400,625,4520,Tipperary,Cricket,Management,
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Mathematics & Business Studies - Thurles Campus (MI014),425,625,4250,Tipperary,Cricket,Support,
Mary Immaculate College - Thurles Campus and Mary Immaculate College,Education Mathematics & Gaeilge - Thurles Campus (MI013),425,625,4250,Tipperary,Football,Law,
Setanta College,Strength & Conditioning (SC701),275,625,6500,Dublin,Singing,IT,
Setanta College,Strength & Conditioning (SC801),275,625,6500,Dublin,Chess,Support,
Setanta College,Strength & Conditioning (SC601),275,625,3500,Dublin,Cricket,IT,
ATU - Sligo Campus and ATU - Atlantic Technological University,Accounting - Sligo Campus (AU902),450,625,4500,Sligo,Football,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Advanced Wood & Sustainable Building Technology - Sligo Campus (AU837),202,625,4250,Sligo,Singing,Finance ,
ATU - Sligo Campus and ATU - Atlantic Technological University,Applied Construction Technology - Sligo Campus (AU717),230,625,4600,Sligo,Chess,HR,
ATU - Sligo Campus and ATU - Atlantic Technological University,Applied Sport with Business - Sligo Campus (AU804),230,625,4500,Sligo,Cricket,Management,
ATU - Sligo Campus and ATU - Atlantic Technological University,Architecture - Sligo Campus (AU925),240,625,5600,Sligo,Cricket,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Art - Fine Art - Sligo Campus (AU928),202,625,5500,Sligo,Football,Law,
ATU - Sligo Campus and ATU - Atlantic Technological University,Art - Fine Art - Sligo Campus (AU822),201,625,5500,Sligo,Singing,IT,
ATU - Sligo Campus and ATU - Atlantic Technological University,Business & ICT - Sligo Campus (AU901),360,625,5400,Sligo,Chess,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Business - Sligo Campus (AU900),360,625,5750,Sligo,Cricket,IT,
ATU - Sligo Campus and ATU - Atlantic Technological University,Business - Sligo Campus (AU800),350,625,5750,Sligo,Football,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Business - Sligo Campus (AU700),350,625,5750,Sligo,Singing,Finance ,
ATU - Sligo Campus and ATU - Atlantic Technological University,Business Administration - Sligo Campus (AU801),342,625,5750,Sligo,Chess,HR,
ATU - Sligo Campus and ATU - Atlantic Technological University,Clinical Measurement Physiology - Sligo Campus (AU973),450,625,5750,Sligo,Cricket,Management,
ATU - Sligo Campus and ATU - Atlantic Technological University,Computer Networks & Cyber Security - Sligo Campus (AU956),450,625,5750,Sligo,Cricket,Support,
ATU - Sligo Campus and ATU - Atlantic Technological University,Computer Networks & Cyber Security - Sligo Campus (AU846),450,625,5600,Sligo,Football,Law,
