,CourseID,Course_name,Score1,Score2
4532,GY413,Energy Systems Engineering,430,525
4533,GY414,Electrical and Electronic Engineering,420,530
4534,GY501,Medicine,#720*,725
4535,GY502,Occupational Therapy,515,525
4536,GY503,Speech and Language Therapy,510,520
4537,GY504,Podiatry,465,490
4538,GY515,General Nursing (Galway and Portiuncula),445*,470
4539,GY516,Psychiatric Nursing,405*,425
4540,GY517,Midwifery,455,480
4541,GY525,Mature Applicants General Nursing (Galway and Portiuncula),#181,187
4542,GY526,Mature Applicants Psychiatric Nursing,#173,175
4543,GY527,Mature Applicants Midwifery,#180,185
4544,LY108,Business - Accounting,305,345
4545,LY118,Business,300,360
4546,LY208,Law,270,320
4547,LY218,Business - with French/Spanish/German/Irish,225,320
4548,LY228,Sports Coaching and Performance,245,310
4549,LY318,Culinary Arts and Food Technology at Killybegs/Letterkenny,260,330
4550,LY408,Visual Communication & Graphic Design,275,365
4551,LY508,Fire Safety Engineering,215,300
4552,LY708,Applied Computing,235,340
4553,LY718,Computing with Cloud and Green Information Technology,315,345
4554,LY908,General Nursing,400,410
4555,LY918,Psychiatric Nursing,365,380
4556,LY928,Intellectual Disability Nursing,355,365
4557,LY938,Mature Applicants General Nursing,#176*,183
4558,LY948,Mature Applicants Psychiatric Nursing,#170,176
4559,LY958,Mature Applicants Intellectual Disability Nursing,#161*,168
4560,LY968,Early Childhood Care Health and Education,260*,330
4561,MI004,Liberal Arts,325*,385
4562,MI005,Education - Primary Teaching,465*,495
4563,MI006,Education - Primary Teaching - Gaeltacht Applicants,425,445
4564,MI007,Early Childhood Care and Education,360,395
4565,MI008,Education and Psychology - Primary Teaching,550*,560
4566,CI101,Counselling and Psychotherapy,235,275
4567,CI104,Childhood and Adolescent Care and Practice,255,325
4568,LC110,Art and Design,#602,889
4569,LC114,Fashion Knitwear and Textiles (Portfolio),#795,818
4570,LC223,Law and Taxation,280,345
4571,LC224,Business (Accounting/Finance),300,340
4572,LC225,Business (Marketing and Management),280,355
4573,LC226,Business (Entrepreneurship),250,295
4574,LC231,Business Technology (Information Systems),250,300
4575,LC233,Software Development,265,330
4576,LC234,Multimedia Programming and Design,270,315
4577,LC236,Internet Systems Development,330,360
4578,LC238,Business Technology (Management),310,325
4579,LC239,Computer Networks and Systems Management,300,340
4580,LC241,Construction Management,220,280
4581,LC242,Property Valuation and Management,225,305
4582,LC243,Quantity Surveying,235,320
4583,LC252,Civil Engineering Management,215,325
4584,LC265,Pharmaceutical and Forensic Analysis,370,395
4585,LC266,Drug and Medicinal Product Analysis,275,325
4586,LC292,Applied Social Studies (Social Care),340,365
4587,LC293,Business Studies with Tourism Management,270,325
4588,LC294,Business with Event Management,280,340
4589,LC295,Business with Sports Management,285,340
4590,LC407,Social and Community Studies (Thurles),210,285
4591,LC408,Environmental and Natural Resource Management (Thurles),275,320
4592,LC410,Accounting and Finance (Thurles),370,370
4593,LC413,Business (Thurles),245,300
4594,LC415,Software Design and Development (Thurles),215,310
4595,LC418,Computing - Games Design and Development (Thurles),260,305
4596,LC422,Sports Strength and Conditioning (Thurles),300,350
4597,LC513,Business (Clonmel),310,390
4598,LC517,Creative Multimedia (Clonmel),255,335
4599,LC518,Digital Animation Production (Clonmel),#710,915
4600,LM020,Law and Accounting,415,460
4601,LM022,Politics and International Relations,370,405
4602,LM023,Health Informatics,385,405
4603,LM029,Law Plus,425,450
4604,LM030,Irish Music and Dance,#305,370
4605,LM031,Voice and Dance,#310,370
4606,LM032,Arts (Joint Honours),430,450
4607,LM033,New Media and English,355,395
4608,LM035,English and History,325,365
4609,LM036,Economics and Sociology,325,360
4610,LM037,Economics and Mathematical Sciences,385,420
4611,LM038,Psychology and Sociology,485,500
4612,LM039,Journalism and New Media,365,425
4613,LM040,European Studies,375,430
4614,LM041,Politics and Public Administration,335,360
4615,LM043,International Insurance and European Studies,320,365
4616,LM044,Applied Languages,440,485
4617,LM045,Language and Literature,340,390
4618,LM046,History Politics Sociology and Social Studies,325,350
4619,LM048,Gaeilge+,355,410
4620,LM050,Business Studies,405,435
4621,LM051,Computer Systems,335,380
4622,LM052,Business Studies with a Modern Language (French),420,460
4623,LM053,Business Studies with a Modern Language (German),420,460
4624,LM055,Business Studies with a Modern Language (Japanese),420,420
4625,LM056,International Business,470,490
4626,LM058,Financial Mathematics,435,490
4627,LM060,Mathematical Sciences,390,440
4628,LM061,Pharmaceutical and Industrial Chemistry,395,455
4629,LM063,Technology  Management,300,360
4630,LM064,Industrial Biochemistry,375,460
4631,LM065,Applied Physics,355,420
4632,LM066,Environmental Science,350,390
4633,LM067,Wood Science and Technology,315,355
4634,LM068,Food Science and Health,415,440
4635,LM071,Biomedical Engineering,415,485
4636,LM073,Mechanical Engineering,420,485
4637,LM076,Product Design and Technology,400,450
4638,LM077,Aeronautical Engineering,390,460
4639,LM080,Electronics,305,380
4640,LM082,Construction Management and Engineering,310,380
4641,LM083,Mobile Communications and Security,370,380
4642,LM085,Civil Engineering,450,520
4643,LM087,Energy,380,405
4644,LM088,Mathematics and Physics,480,560
4645,LM089,Sport and Exercise Sciences,470,490
4646,LM090,Physical Education with concurrent Teacher Education,485*,505
4647,LM092,Science with concurrent Teacher Ed (Biol Sci with Phys or Chem),440*,485
4648,LM093,Equine Science,350,380
4649,LM094,Materials and Architectural Tech with concurrent Teacher Ed,425,450
4650,LM095,Materials and Engineering Tech with concurrent Teacher Ed,395,410
4651,LM096,Science with concurrent Teacher Ed (Phys and Chem),370,410
4652,LM099,Architecture,#385,455
4653,LM100,Physiotherapy,555,575
4654,LM101,Medicine - Graduate Entry,#53*,54
4655,LM102,Psychology,510,535
4656,LM110,Computer Games Development,355,390
4657,LM113,Digital Media Design,315,375
4658,LM114,Music Media and Performance Technology,310,395
4659,LM115,Chemical and Biochemical Engineering,470,500
4660,LM116,Engineering Choice,405,485
4661,LM117,Science Choice,365,420
4662,LM118,Electronic and Computer Engineering,400,480
4663,LM119,Design and Manufacture,460,495
4664,LM150,General Nursing,440,465
4665,LM151,Mature Applicants General Nursing,#179,182
4666,LM152,Mental Health Nursing,415,440
4667,LM153,Mature Applicants Mental Health Nursing,#162,169
4668,LM154,Intellectual Disability Nursing,405,415
4669,LM155,Mature Applicants Intellectual Disability Nursing,#158,163
4670,LM156,Midwifery,445,460
4671,LM157,Mature Applicants Midwifery,#182,185
4672,MU001,Theology and Arts,300,335
4673,MU002,Theology,325,325
4674,MH001,Education - Primary Teaching,510,535
4675,MH002,Education - Primary Teaching - Gaeltacht Applicants,490,515
4676,MH003,Early Childhood - Teaching and Learning (part-time),370,395
4677,MH101,Arts,350,395
4678,MH102,Music Technology,365,430
4679,MH103,Music,#,#
4680,MH104,Mathematics,445,455
4681,MH106,Psychology,505,515
4682,MH107,Social Science,380,405
4683,MH108,European Studies,380,430
4684,MH109,Media Studies,460,485
4685,MH110,Digital Media,360,390
4686,MH111,Anthropology,370,405
4687,MH112,Politics,385,395
4688,MH113,History,405,440
4689,MH114,English,400,420
4690,MH115,Law (BCL) and Arts,445,490
4691,MH116,Community and Youth Work - Full-time,#,#
4692,MH117,Community and Youth Work - Part-time In-service,#,#
4693,MH119,Law (LLB),450,475
4694,MH120,Philosophy Politics and Economics (PPE),380,395
4695,MH121,International Development,355,405
4696,MH140,Computer Science and Software Engineering (Arts),350,390
4697,MH201,Science,400,435
4698,MH202,Biotechnology,435,445
4699,MH203,Computer Science and Software Engineering (Science Entry),360,405
4700,MH204,Physics with Astrophysics,455,500
4701,MH206,Theoretical Physics and Mathematics,515,560
4702,MH208,Biological and Biomedical Sciences,460,480
4703,MH209,Psychology (through Science),470,495
4704,MH210,Pharmaceutical and Biomedical Chemistry,470,495
4705,MH211,Multimedia Mobile and Web Development,350,390
4706,MH212,Science (with Education),480,515
4707,MH213,Mathematics (with Education),455,470
4708,MH214,Computational Thinking (Comp Sci Maths and Philosophy),520,535
4709,MH301,Electronic Engineering with Computers,345,420
4710,MH302,Electronic Engineering,360,390
4711,MH303,Electronic Engineering with Communications,315,350
4712,MH304,Common entry to Computer Electronic and Communications Eng,380,445
4713,MH305,Product Design,365,385
4714,MH401,Finance,370,400
4715,MH403,Accounting and Finance,400,445
4716,MH404,Business and Management,435,445
4717,MH405,Equine Business,355,385
4718,MH406,Law and Business,445,455
4719,MH407,Business and Accounting,405,420
4720,MH408,International Finance and Economics,420,450
4721,MH410,Marketing,400,415
4722,MH411,Entrepreneurship,355,385
4723,MH901,Arts (Kilkenny Campus - First Year only),AQA,310
4724,SN001,Business Studies in International Hotel Management,#512,598
4725,SN002,Commerce,#651,692
4726,AS001,Home Economics with Biology - second level teaching,510,530
4727,AS002,Home Economics with Religious Education - second level teach,440*,460
4728,AS003,Home Economics with Irish - second level teaching,410*,455
4729,AS004,Home Economics with Economics - second level teaching,415*,445
4730,AS051,Food and Business Management,265,360
4731,AS052,Health and Disability Studies,230,325
4732,AS053,Textiles Fashion and Design with Business Management,#330,435
4733,AS110,General Nursing,405*,415
4734,AS111,Mature Applicants General Nursing,#177*,183
4735,AS130,Intellectual Disability Nursing,370*,385
4736,AS131,Mature Applicants Intellectual Disability Nursing,#154,164
4737,SG141,Business,280,360
4738,SG146,Accounting,335,365
4739,SG241,Performing Arts,260,320
4740,SG242,Early Childhood Education,290,350
4741,SG243,Social Care Practice,300,345
4742,SG245,Creative Design,255,325
4743,SG342,Civil Engineering,,0
4744,SG343,Quantity Surveying,275,310
4745,SG345,Architectural Design,285,365
4746,SG441,Environmental Science,310,335
4747,SG442,Occupational Safety and Health,310,345
4748,SG443,Human Nutrition,395,420
4749,SG445,Pharmaceutical Science with Drug Development,290,355
4750,SG446,Applied Archaeology,305,330
4751,SG448,Forensic Investigation and Analysis,295,330
4752,SG449,Medical Biotechnology,295,360
4753,TH002,Education (Joint Honours) - Business Studies and Accounting,330,395
4754,TH003,Education (Joint Honours) - Business Studies and Religious Studies,325,360
4755,TH004,Education (Joint Honours) -  Irish and Religious Studies,345,395
4756,TH005,Education (Joint Honours) - Irish and Business Studies,355,410
4757,TL800,Social Media with Web Technologies,,0
4758,TL801,Design for Interactive  Media,300,340
4759,TL802,TV Radio and New Media Broadcasting,300,340
4760,TL803,Music Technology,270,325
4761,TL804,Creative Writing for Digital Media,295,360
4762,TL805,Information Systems Management,370,370
4763,TL810,Computing with Software Development,300,365
4764,TL811,Computing with Games Development,335,385
4765,TL812,Computing with Multimedia,310,325
4766,TL814,Computing with Mobile App Development,375,455
4767,TL820,Travel and Tourism Management,370,390
4768,TL821,Adventure Tourism Management,310,365
4769,TL822,Hotel Management,544,743
4770,TL831,Business Studies,300,370
4771,TL833,International Business,,0
4772,TL834,Digital Marketing with Social Media,345,350
4773,TL850,Field Biology and Wildlife Tourism,315,350
4774,TL851,Wildlife Biology,300,350
4775,TL852,Pharmaceutical Analysis with Cosmetic Science,,0
4776,TL853,Pharmaceutical Analysis with Forensics,305,315
4777,TL854,Pharmaceutical Analysis with Environmental Science,,0
4778,TL871,Health and Leisure,350,375
4779,TL872,Health and Leisure with Massage,390,410
4780,TL880,Early Childhood Care and Education,300,340
4781,TL890,General Nursing,415*,435
4782,TL891,Mental Health Nursing,385*,400
4783,TL892,Mature Applicants General Nursing,164,172
4784,TL893,Mature Applicants Mental Health Nursing,160,178
4785,WD025,Construction Management and Engineering,295,355
4786,WD027,Music,#295,340
4787,WD028,Applied Computing,335,350
4788,WD048,Business,290,355
4789,WD049,Business (with French),300,415
4790,WD080,Business (with German),360,450
4791,WD084,Accounting,320,400
4792,WD085,Mechanical and Manufacturing Engineering,285,375
4793,WD086,Electronic Engineering,345,350
4794,WD091,Hospitality Management,275,335
4795,WD095,Marketing with Advertising and Online Media,305,370
4796,WD116,General Nursing,415*,435
4797,WD117,Psychiatric Nursing,370,385
4798,WD120,Intellectual Disability Nursing,355,375
4799,WD124,Health Promotion,300,345
4800,WD125,Exercise and Health Studies,285,325
4801,WD134,International Business,315,340
4802,WD135,Social Care Practice,310,340
4803,WD137,Design (Visual Communications),295,355
4804,WD140,LLB Bachelor of Laws,290,350
4805,WD144,Architecture,300,380
4806,WD147,Pharmaceutical Science,365,395
4807,WD148,Tourism Marketing,320,355
4808,WD149,Early Childhood Studies,320,355
4809,WD150,Criminal Justice Studies,285,340
4810,WD152,Visual Art,300,420
4811,WD160,Finance and Investment,315,380
4812,WD161,Computer Forensics & Security,305,370
4813,WD162,Quantity Surveying,315,355
4814,WD163,Psychology,390,430
4815,WD168,Entertainment Systems,295,350
4816,WD171,Sustainable Energy Engineering,285,350
4817,WD179,Business (with Irish),400,420
4818,WD180,Physics for Modern Technology,325,415
4819,WD185,Business (with Chinese),400,400
4820,WD186,Sports Coaching and Performance,370,400
4821,WD187,Social Science,300,340
4822,WD191,Agricultural Science,430,445
4823,WD200,Arts,280,325
4824,WD816,Mature Applicants General Nursing,#183,186
4825,WD817,Mature Applicants Psychiatric Nursing,#159*,168
4826,WD820,Mature Applicants Intellectual Disability Nursing,#154,169
4827,AL801,Software Design(Game Development or Cloud Computin,280,
4828,AL820,Mechanical and Polymer Engineering,315,
4829,AL830,General Nursing,425,
4830,AL831,Mature Applicants General Nursing,,
4831,AL832,Psychiatric Nursing,390,
4832,AL833,Mature Applicants Psychiatric Nursing,,
4833,AL836,Health Science with Nutrition,365,
4834,AL837,Sports Science with Exercise Physiology,370,
4835,AL838,Biotechnology,285,
4836,AL840,Pharmaceutical Science,260,
4837,AL841,Athletic and Rehabilitation Therapy,400,
4838,AL842,Bioveterinary Science,335,
4839,AL850,Business,300,
4840,AL851,Business and Law,300,
4841,AL852,Accounting,305,
4842,AL854,Business Psychology,300,
4843,AL860,Social Care Practice,310,
4844,PC405,Citizenship and Community Studies,#,
4845,PC410,Humanities,300,
4846,PC411,English and History,270,
4847,CW008,Applied Humanities (Wexford),275,
4848,CW018,Business (Options:Business or Digital Marketing -,250,
4849,CW028,Early Childhood Education and Care (Wexford),260,
4850,CW038,Art (Wexford) - Portfolio,700#,
4851,CW068,Applied Social Studies(Professional Social Care -,280,
4852,CW088,Visual Communications and Design (Wexford),250,
4853,CW098,Culture and Heritage Studies (Wexford),230,
4854,CW108,Biosciences with Bioforensics or Biopharmaceutical,300,
4855,CW168,Environmental Science,320,
4856,CW178,Sport Science,420,
4857,CW188,Sports Rehabilitation and Athletic Therapy,445,
4858,CW198,Strength and Conditioning,390,
4859,CW208,Computer Games Development,315,
4860,CW238,Software Development,320,
4861,CW248,Computer Systems Management,305,
4862,CW438,Quantity Surveying,260,
4863,CW448,Facilities and Energy Management,255,
4864,CW468,Architectural Technology,260,
4865,CW478,Civil Engineering,,
4866,CW548,Mechanical Engineering,280,
4867,CW558,Electronic Systems,290,
4868,CW568,Aero Engineering,380,
4869,CW578,TV and Media Production,390,
4870,CW708,Law - LLB,290,
4871,CW728,Product Design Innovation,300,
4872,CW748,Early Childhood Education and Care,285,
4873,CW758,Applied Social Studies (Professional Social Care),300,
4874,CW788,Youth and Community Work - Interview,700#,
4875,CW808,Media and Public Relations,270,
4876,CW838,Business - Marketing,280,
4877,CW858,Sport Management and Coaching,700#,
4878,CW908,Business - Management,283,
4879,CW928,Business - Human Resource Management,280,
4880,CW938,Business with Law,285,
4881,CW948,Accounting,295,
4882,CR105,Chemical and Biopharmaceutical Engineering,425,
4883,CR106,Software Development,365,
4884,CR108,Mechanical Engineering,415,
4885,CR109,Structural Engineering,420,
4886,CR112,Multimedia,370,
4887,CR116,Software Development and Computer Networking,335,
4888,CR121,Music at CIT Cork School of Music,685#,
4889,CR125,Popular Music: Electric Bass Guitar at CIT School,,
4890,CR126,Popular Music: Drums  at CIT Cork School of Music,695#,
4891,CR127,Popular Music: Electric Guitar at CIT Cork School,705#,
4892,CR128,Popular Music: Keyboards  at CIT Cork School of Mu,1095#,
4893,CR129,Popular Music: Voice at CIT Cork School of Music,925#,
4894,CR150,Business Information Systems,355,
4895,CR210,Contemporary Applied Art (Ceramic  Glass  Textiles,665#,
4896,CR220,Fine Art at CIT Crawford College of Art and Design,515#,
4897,CR305,Physical Sciences (Common Entry),325,
4898,CR310,IT  Management,310,
4899,CR312,Web Development,330,
4900,CR320,Biomedical Science - Joint CIT and UCC programme,525*,
4901,CR325,Pharmaceutical Biotechnology,350,
4902,CR330,Herbal Science,330,
4903,CR333,Nutrition and Health Science,375,
4904,CR335,Common Entry Biological Sciences,395,
4905,CR340,Analytical Chemistry with Quality Assurance,300,
4906,CR360,Instrument Engineering,300,
4907,CR365,Environmental Science and Sustainable Technology,300,
4908,CR400,Accounting,310,
4909,CR420,Marketing,305,
4910,CR425,International Business with Language,290,
4911,CR500,Engineering (Common Entry),390,
4912,CR510,Sustainable Energy Engineering,300,
4913,CR520,Biomedical Engineering,435,
4914,CR560,Architectural Technology,290,
4915,CR565,Interior Architecture,300,
4916,CR570,Quantity Surveying,285,
4917,CR572,Construction Management,240,
4918,CR580,Electrical Engineering,315,
4919,CR590,Electronic Engineering,300,
4920,CR600,Visual Communications,485#,
4921,CR660,Tourism,290,
4922,CR700,Theatre and Drama Studies at CIT Cork School of Mu,745#,
4923,CK101,Arts,350,
4924,CK102,Social Science,435,
4925,CK104,Arts with Music-3 Years or 4 years(BMus or Intl Pa,410#,
4926,CK105,Film and Screen Media - 3 years or 4 years (Intl P,450#,
4927,CK106,Applied Psychology,505,
4928,CK107,Geography and Archaeology - 3 years or 4 years (In,340,
4929,CK108,Arts International - 4 yrs with subject groupings,475,
4930,CK109,English - 3 years or 4 years (International Pathwa,410#,
4931,CK110,World Languages,495,
4932,CK111,Early Years and Childhood Studies,390,
4933,CK112,Drama and Theatre Studies - 3 years or 4 years (In,360#,
4934,CK113,Criminology - 3 years or 4 years (International Pa,430,
4935,CK114,Social Science (Youth & Community Work) - Mature A,,
4936,CK115,Social Work  - Mature Applicants only,,
4937,CK116,Sports Studies and Physical Education,500,
4938,CK117,Economics (through Transformational Learning) - 3,400,
4939,CK118,Digital Humanities and IT - 3 or 4 yrs(Industry or,380,
4940,CK201,Commerce,455,
4941,CK202,Accounting,465,
4942,CK203,Business Information Systems,445,
4943,CK204,Finance,505,
4944,CK205,Commerce (International) with French,480,
4945,CK206,Commerce (International) with German,490,
4946,CK207,Commerce (International) with Italian,415,
4947,CK208,Commerce (International) with Hispanic Studies,440,
4948,CK209,Commerce (International) with Irish,495,
4949,CK210,Government,340,
4950,CK211,Commerce (International) with Chinese Studies,415,
4951,CK301,Law,490,
4952,CK302,Law and French,530,
4953,CK304,Law and Irish,510,
4954,CK305,Law (Clinical),525,
4955,CK306,Law (International),545,
4956,CK401,Computer Science,440,
4957,CK402,Biological and Chemical Sciences,470,
4958,CK404,Biological  Earth and Environmental Sciences,435,
4959,CK405,Genetics,455,
4960,CK406,Chemical Sciences,455,
4961,CK407,Mathematical Sciences,550,
4962,CK408,Physics and Astrophysics,505,
4963,CK502,Food Marketing and Entrepreneurship,460,
4964,CK504,Nutritional Sciences,510,
4965,CK505,Food Science,460,
4966,CK506,International Development and Food Policy,375,
4967,CK600,Engineering,415,
4968,CK606,Architecture - Joint UCC and CIT programme,440,
4969,CK701,Medicine (Undergraduate Entry),726#*,
4970,CK702,Dentistry,580*,
4971,CK703,Pharmacy,555,
4972,CK704,Occupational Therapy,540,
4973,CK705,Speech and Language Therapy,510,
4974,CK706,Public Health,430,
4975,CK710,General Nursing,445*,
4976,CK711,Mature Applicants General Nursing,178#*,
4977,CK712,Children`s and General Nursing (Integrated),505*,
4978,CK713,Mature Applicants Children`s and General Nursing,,
4979,CK720,Mental Health Nursing,450,
4980,CK721,Mature Applicants Mental Health Nursing,,
4981,CK730,Intellectual Disability Nursing,435*,
4982,CK731,Mature Applicants Intellectual Disability Nursing,,
4983,CK740,Midwifery,460*,
4984,CK741,Mature Applicants Midwifery,,
4985,CK791,Medicine (Graduate Entry),56#*,
4986,AC120,International Business,270,
4987,AC137,Liberal Arts,280,
4988,CT125,Information Technology,,
4989,CE001,Education - Primary Teaching,385#,
4990,CM001,Education - Primary Teaching,465,
4991,CM002,Education - Primary Teaching - Gaeltacht Applicant,425,
4992,CM010,Education Studies,320,
4993,CM020,Early Childhood Education,320,
4994,DB500,Computing,285,
4995,DB512,Business Studies,255,
4996,DB514,Business Studies (Law),295,
4997,DB515,Business Studies (Human Resource Management),255,
4998,DB516,Financial Services,260,
4999,DB517,Marketing (Event Management),265,
5000,DB518,Marketing (Digital Media),270,
5001,DB520,Business Studies (with work placement),267,
5002,DB521,Accounting and Finance,280,
5003,DB524,Business Information Systems,385,
5004,DB525,Marketing (Digital Media and Cloud Computing),315,
5005,DB526,Business Information Systems (Cloud Computing),345,
5006,DB531,Marketing,280,
5007,DB561,Arts (General),255,
5008,DB562,Psychology,260,
5009,DB565,Journalism,250,
5010,DB566,Social Science,255,
5011,DB567,Film,255,
5012,DB568,Law,240,
5013,DB569,Business (Psychology),290,
5014,DC001,Education - Early Childhood Education,380,
5015,DC002,Education - Primary Teaching,470,
5016,DC003,Education - Primary Teaching - Gaeltacht Applicant,430,
5017,DC009,Joint Honours - Humanities,390,
5018,DC010,Post Primary Teacher Education - Religious Ed and,380,
5019,DC011,Post Primary Teacher Education - Religious Ed and,370,
5020,DC012,Post Primary Teacher Education - Religious Ed and,370#,
5021,DC110,Business Studies International,465,
5022,DC111,Business Studies,465,
5023,DC112,Global Business (France),500,
5024,DC113,Global Business (Germany),465,
5025,DC114,Global Business (Spain),500,
5026,DC115,Accounting and Finance,475,
5027,DC116,Global Business (USA),580,
5028,DC117,Aviation Management / Aviation Mgmt with Pilot Stu,455,
5029,DC118,Gn�_ agus Gaeilge / Business and Irish,340,
5030,DC119,Global Business (Canada),570,
5031,DC120,Enterprise Computing,370,
5032,DC121,Computer Applications,400,
5033,DC122,Computational Problem-Solving and Software Develop,375#,
5034,DC126,Actuarial Mathematics,535,
5035,DC127,Actuarial Financial and Mathematical Sciences(comm,500,
5036,DC131,Communication Studies,420,
5037,DC132,Journalism,435,
5038,DC133,Multimedia,445,
5039,DC155,Applied Language and Translation Studies,375,
5040,DC161,Analytical Science,460,
5041,DC162,Chemical and Pharmaceutical Sciences,485,
5042,DC166,Environmental Science and Health,435,
5043,DC167,Physics with Astronomy,440,
5044,DC168,Genetics and Cell Biology,475,
5045,DC171,Applied Physics,410,
5046,DC173,Physics with Biomedical Sciences,435,
5047,DC181,Biotechnology,470,
5048,DC190,Electronic and Computer Engineering,415,
5049,DC193,Mechatronic Engineering,400,
5050,DC195,Mechanical and Manufacturing Engineering,405,
5051,DC197,Biomedical Engineering,400,
5052,DC200,Common Entry into Engineering (Undenominated Entry,390,
5053,DC201,Common Entry into Science (Undenominated Entry),470,
5054,DC202,Sport Science and Health,500,
5055,DC203,Science Education,435,
5056,DC204,Athletic Therapy and Training,505,
5057,DC205,Physical Education with Biology,495,
5058,DC206,Physical Education with Mathematics,500,
5059,DC208,Psychology,515,
5060,DC209,Health and Society,435,
5061,DC215,General Nursing,430*,
5062,DC216,Psychiatric Nursing,405,
5063,DC217,Intellectual Disability Nursing,410,
5064,DC218,Children`s and General Nursing (Integrated),490,
5065,DC225,Mature Applicants General Nursing,,
5066,DC226,Mature Applicants Psychiatric Nursing,,
5067,DC227,Mature Applicants Intellectual Disability Nursing,,
5068,DC228,Mature Applicants Children`s and General Nursing,,
5069,DC230,Economics/ Politics and Law,400,
5070,DC231,International Relations,380,
5071,DC232,Law and Society (BCL),435,
5072,DC235,Education and Training(Daytime or Flexible Learnin,315,
5073,DC238,Contemporary Culture and Society,330,
5074,DC239,Gaeilge agus Iriseoireacht/Irish and Journalism,415,
5075,DC240,Marketing/ Innovation and Technology,470,
5076,DC291,Joint Honours - Media Studies,395,
5077,DC292,Joint Honours - Law,395,
5078,DC293,Joint Honours - International Languages,405,
5079,DC294,Joint Honours - Gaeilge,385,
5080,DC295,Joint Honours - Politics,385,
5081,DC296,Joint Honours - World Cultures,385,
5082,DT001,Product Design,415,
5083,DT021,Electrical/Electronic Engineering  (Common 1st Yea,506,
5084,DT023,Manufacturing and Design Engineering,390,
5085,DT028,Transport Operations and Technology,275,
5086,DT066,Engineering (General Entry),380,
5087,DT081,Computer and Communications Engineering,465,
5088,DT101,Architecture,590#,
5089,DT106,Planning and Environmental Management,280,
5090,DT110,Property Economics (Valuation Surveying),330,
5091,DT111,Quantity Surveying and Construction Economics,330,
5092,DT112,Geomatics (Surveying and Mapping),315,
5093,DT117,Construction Management,315,
5094,DT175,Architectural Technology,335,
5095,DT201,Science (General Entry),460,
5096,DT203,Forensic and Environmental Chemistry,325,
5097,DT204,Biomedical Science,500,
5098,DT205,Mathematical Sciences,300,
5099,DT211,Computing,355,
5100,DT220,Industrial Mathematics,285,
5101,DT221,Physics with Energy and Environment,340,
5102,DT222,Physics Technology,345,
5103,DT223,Human Nutrition and Dietetics,560*,
5104,DT224,Optometry,480,
5105,DT225,Public Health Nutrition,405,
5106,DT227,Science with Nanotechnology,325,
5107,DT228,Computer Science,425,
5108,DT229,Clinical Measurement Science,465,
5109,DT235,Physics with Medical Physics and Bioengineering,330,
5110,DT282,Computer Science (International),365,
5111,DT299,Chemical Sciences with Medicinal Chemistry,380,
5112,DT321,Business and Law,465,
5113,DT341,Marketing,410,
5114,DT343,Retail and Services Management,330,
5115,DT354,Business Computing,380,
5116,DT358,Logistics and Supply Chain Management,300,
5117,DT365,Business and Management,445,
5118,DT366,Accounting and Finance,440,
5119,DT398,Human Resource Management,385,
5120,DT399,Economics and Finance,440,
5121,DT401,International Hospitality Management,310,
5122,DT407,Culinary Arts,350,
5123,DT412,Tourism Marketing,295,
5124,DT413,Event Management,370,
5125,DT416,Culinary Entrepreneurship,310,
5126,DT417,Bar Studies (Management and Entrepreneurship),290,
5127,DT420,Nutraceuticals in Health and Nutrition,430,
5128,DT421,Food Innovation,410,
5129,DT422,Pharmaceutical Healthcare,395,
5130,DT491,Environmental Health,340,
5131,DT501,Music,423#,
5132,DT504,Film and Broadcasting,430,
5133,DT505,Film and Broadcasting with a Language,405,
5134,DT506,Commercial Modern Music,860#,
5135,DT508,Games Design,375,
5136,DT517,English Studies and Languages,330,
5137,DT518,Languages and International Tourism (French),315,
5138,DT519,Languages and International Tourism (German),315,
5139,DT520,Languages and International Tourism (Spanish),345,
5140,DT529,Drama (Performance),405#,
5141,DT532,Law (LL.B.),420,
5142,DT533,Visual and Critical Studies,340,
5143,DT544,Design - Interior and Furniture,575#,
5144,DT545,Design - Visual Communication,750#,
5145,DT546,Fine Art,650#,
5146,DT553,Journalism with a Language,330,
5147,DT555,International Business and Languages (French),440,
5148,DT556,International Business and Languages (German),405,
5149,DT557,International Business and Languages (Spanish),415,
5150,DT559,Photography,695#,
5151,DT564,International Business and Languages (Italian),345,
5152,DT565,Chinese and International Business,375,
5153,DT571,Social Care,400,
5154,DT572,Early Childhood Education,380,
5155,DT582,Journalism,380,
5156,DT596,Print and Digital Media Technology Management,285,
5157,DT597,Creative and Cultural Industries,315,
5158,DL821,English Media and Cultural Studies,245,
5159,DL822,Business Studies and Arts Management,225,
5160,DL823,Business Studies - Entrepreneurship and Management,235,
5161,DL825,Applied Psychology,380,
5162,DL826,Visual Communication Design,815#,
5163,DL827,Art,705#,
5164,DL828,Three Dimensional  Design (Modelmaking and Digital,699#,
5165,DL829,Design for Stage and Screen (Costume Design),600#,
5166,DL830,Design for Stage and Screen (Makeup Design),620#,
5167,DL831,Design for Stage and Screen (Production Design),617#,
5168,DL832,Animation,1000#,
5169,DL833,Photography,700#,
5170,DL834,Film and Television Production,825#,
5171,DL835,Creative Media Technologies,250,
5172,DL836,Creative Computing,230,
5173,GC200,Business Studies (Cork),,
5174,GC203,Law (Cork),,
5175,GC230,Computing Science (Cork),275,
5176,GC300,Business Studies (Limerick),270,
5177,GC301,Accounting and Finance (Limerick),,
